w;p
128238;298321
560382;1648845
749359;2243971
819222;2463620
58376;76474
216910;575974
458966;1331308
493972;1440991
56531;70673
830371;2498414
91465;181716
402225;1155560
72562;120696
178383;454994
382811;1096237
167096;420200
656955;1950420
186795;481479
778252;2335016
663667;1972172
921879;2787916
996043;3018037
137571;327263
156289;387306
111306;243692
62586;89391
166559;418313
59379;79807
853315;2571185
125743;290254
212733;563281
107939;233148
919925;2781999
942216;2850685
134531;317609
262633;718225
844888;2544910
490082;1428608
192767;499601
300480;838703
426030;1229513
1007484;3053842
716773;2138727
1028013;3118829
1012559;3069825
121964;278425
210061;554771
573949;1691564
285250;790129
748616;2241034
98565;203388
604617;1787138
98977;204566
206505;543231
987606;2991505
509899;1491661
736749;2203260
321125;904885
992037;3005927
927789;2806286
583542;1721215
723189;2158322
1008482;3057750
323242;911466
270100;741719
175443;445803
896364;2708339
955505;2890832
82617;153504
526014;1540921
849808;2560026
440790;1274025
145361;352341
444341;1285538
642158;1904434
760889;2281119
328342;927831
183570;470787
453024;1312556
476319;1384417
912930;2759867
831501;2501970
777258;2332156
145167;351611
128864;300190
195737;509022
612518;1813303
520959;1525446
920798;2784137
154990;383489
473245;1374430
249692;677647
611519;1810140
92030;183341
293874;816893
217085;576575
296141;824002
312148;876169
719343;2146411
531097;1556830
1045686;3173341
935822;2831362
474044;1376952
137954;328619
295601;822452
470879;1367546
1000945;3033742
760670;2280414
654312;1942078
109729;238858
961028;2906839
599788;1771443
584193;1723055
934559;2827674
263285;720317
855174;2577020
271262;745893
293855;816733
806699;2424302
217231;577285
756204;2267190
159308;396231
523808;1534031
672399;1999155
276113;761879
481174;1399350
226628;606337
646206;1917402
792136;2378410
985313;2984564
287909;798237
700362;2087710
148906;364626
389748;1117397
308472;864884
275874;760969
252699;687898
140031;335541
221334;589382
896342;2708226
161172;402147
1014526;3075563
526250;1541606
74176;126043
226136;604735
334042;944500
481897;1401740
434446;1255532
728742;2177798
369513;1055449
149295;365844
576454;1698597
665956;1978717
482782;1404829
774192;2323288
175606;446276
386604;1108043
479704;1394869
836864;2519692
930455;2814567
434596;1256123
302027;844385
539816;1583875
752835;2255641
906916;2741502
281512;778773
1035547;3141960
223113;594951
961858;2909825
304118;851730
836324;2518041
178612;455444
657112;1950894
154853;382978
818981;2462851
76213;132749
622319;1843250
219786;584486
767132;2300255
161250;402493
558506;1643208
619434;1834632
107486;231513
994174;3012153
198125;516567
539934;1584228
945958;2861945
485680;1414885
825006;2482476
442728;1280575
440484;1273118
388976;1115276
559498;1645897
571836;1685032
502503;1467422
526833;1543528
409438;1178020
470538;1366657
299560;835399
297896;829551
162471;406014
268219;735902
701373;2090896
274961;758207
187473;483725
104560;222267
720431;2149961
587950;1734893
388332;1113146
310582;871183
751380;2251007
869776;2622130
467806;1358367
596248;1760478
1010458;3063252
509631;1490658
848291;2555136
924332;2795033
957045;2895325
427113;1232993
538647;1579832
324659;915474
142680;343651
588170;1735517
413711;1190400
549349;1614022
298611;831934
219704;584298
61306;85551
513177;1501866
151563;373279
656811;1949752
337025;953093
103172;218169
589429;1739299
499037;1456895
157778;391896
674092;2004088
67060;103467
321687;906643
284877;789145
326046;920404
130816;306164
767425;2301338
938143;2839037
299268;834446
168018;423244
479325;1393826
103951;220665
1010602;3063676
349569;992256
244619;660498
745062;2229920
706393;2106019
712997;2127251
652380;1936056
856072;2580163
880611;2657498
708723;2113512
381336;1091293
180750;461978
150373;369393
730165;2182095
838558;2525033
982553;2975590
1049786;3186893
218708;581532
53434;60845
256364;699845
1027836;3118218
984465;2981631
907834;2744693
150552;369867
531883;1558993
275960;761261
521418;1527031
595342;1757862
667035;1982135
584804;1725095
817032;2456945
727361;2173179
1022465;3100960
231418;620136
444766;1286891
718760;2144598
513506;1502858
160190;399197
153026;377639
499718;1459136
1006607;3051104
195964;509776
474111;1377190
722864;2157432
747219;2236575
488630;1423987
137243;326376
942768;2852284
73700;124556
876798;2645003
449971;1302995
176586;448946
1029865;3124251
222899;594402
981996;2973723
150670;370264
929450;2811120
64515;95717
580275;1711030
125713;290080
241690;651035
189378;489886
771557;2314099
291509;809187
434115;1254542
260007;711004
752699;2255298
333056;941437
247530;670637
219857;584666
997325;3022529
697515;2078271
398584;1144751
308944;866233
906782;2741121
450762;1305576
432485;1249370
496391;1448829
1006104;3049470
411253;1183404
898081;2714063
826971;2488327
188941;488143
974463;2950469
174190;442025
814702;2449047
952449;2881383
348238;987930
620548;1837583
980518;2969287
420334;1211393
202154;529715
429902;1241863
329376;930910
191322;495006
580415;1711556
549382;1614072
843826;2541305
145127;351539
491959;1434810
489710;1427321
370751;1058965
132158;310261
289520;803199
374788;1071322
58331;76396
419064;1207771
578013;1703801
525652;1539914
755519;2264547
204367;536726
382508;1095260
349239;991175
673976;2003863
80388;146772
975931;2955208
295374;821553
674128;2004368
550815;1618932
460785;1336944
1015345;3077838
350123;994047
463894;1346085
350846;996572
895885;2706359
526190;1541387
540441;1585781
156484;388116
141681;340573
61086;84916
506640;1480554
320703;903582
342427;970308
259099;707795
196409;511218
148011;361339
84094;158300
238033;639810
446828;1293441
89848;176585
657162;1951167
112912;248649
1002826;3039602
786680;2361410
72095;119437
619534;1834877
439424;1269784
615937;1823227
124896;287195
158286;393187
299922;836755
55938;68782
393751;1129482
1024322;3106909
397623;1141814
339845;961784
450760;1305516
281929;780011
143731;347121
179303;457499
955281;2890088
735711;2199682
264448;723547
93164;186731
475564;1381912
328334;927750
389388;1116378
96347;196700
980923;2970533
370988;1059803
1015836;3079319
226170;604817
321239;905149
939735;2843836
220279;586032
909575;2750244
815023;2450215
55372;66739
419988;1210223
573632;1690416
296881;826651
571772;1684647
73454;123715
774391;2323850
309586;868340
344626;977543
386469;1107878
1018130;3086816
475486;1381661
798695;2398720
239069;642759
77134;135910
994223;3012255
474205;1377540
445141;1288310
883700;2667552
240196;646490
103404;218911
313284;879817
155960;386276
283095;783922
318339;896954
429199;1239958
223530;596239
209269;552484
641511;1902394
369062;1054072
158541;393913
439858;1270913
776514;2329805
751331;2250823
999318;3028955
977409;2960117
531647;1558350
649251;1926709
53091;59766
438629;1267365
413900;1191292
439022;1268562
991425;3003711
71821;118605
370807;1059100
529310;1550798
540276;1585267
795130;2387345
93729;188700
503089;1469315
176698;449386
608557;1800041
205507;540325
722612;2156732
338057;956377
504973;1475393
441891;1277842
910090;2751781
358193;1019805
417354;1202438
584260;1723236
1046471;3175952
311372;873841
83468;156237
478548;1391381
471457;1369066
873959;2636302
726274;2169555
967747;2928526
681538;2028671
298639;832043
74280;126468
307819;862804
190749;493472
685902;2042340
918036;2775889
147743;360401
843918;2541421
686433;2044015
178562;455389
757675;2271583
359113;1023048
809426;2432938
469374;1363301
682180;2030986
289717;803621
503143;1469567
69658;111814
1001933;3036727
796950;2393430
274034;755312
438746;1267730
975483;2953810
839529;2528429
973372;2946890
99591;206407
305527;855924
262154;716971
752827;2255552
695651;2072342
311471;874221
845395;2546948
591558;1746161
900748;2722175
868492;2618057
582797;1718726
518453;1517831
516439;1511901
178901;456290
948401;2869330
804755;2417883
436018;1260154
383173;1097497
284301;787645
1000698;3033081
203733;534764
620132;1836291
240936;648753
461016;1337615
143180;345416
368638;1052778
126849;293579
289460;802935
318767;898132
634358;1879973
682003;2030462
672711;2000067
234979;630618
711379;2122106
255938;698687
320879;904253
1040824;3157927
909604;2750299
191967;496980
1018247;3087179
618800;1832194
339481;960560
605946;1791351
99589;206304
537710;1576849
507018;1481933
602548;1780484
990397;3000543
65479;98561
501382;1463978
612689;1813760
88563;172606
467266;1356826
193672;502712
129690;302581
551006;1619386
77791;137957
250965;682122
324051;913594
131371;307971
411248;1183331
212713;563224
490991;1431645
689228;2052503
684782;2039322
161399;402900
69041;110019
507307;1482843
672260;1998787
102166;215001
310532;871058
138376;330036
419235;1208347
144724;350250
97236;199357
78045;139136
103790;220034
829210;2495183
912656;2759044
286525;794472
151620;373497
101707;213459
309064;866584
682356;2031372
164355;411775
175872;447031
296015;823795
1047663;3179621
105409;225125
248046;672300
656466;1948807
989355;2997022
664463;1974372
796306;2391098
732603;2189914
322728;910147
579620;1709154
344486;976995
712375;2125490
367834;1050548
811159;2438388
286418;793994
504786;1474758
780653;2342646
288407;799469
160508;400214
68620;108331
908199;2745685
327830;926064
727911;2175058
94091;189547
583156;1719888
249414;676966
578665;1705891
733067;2191270
517727;1515882
93996;189361
460108;1334718
450865;1305849
543147;1594077
205942;541610
221994;591396
867677;2615339
261026;713604
641853;1903427
722363;2155993
142199;342214
179838;459237
367123;1048336
577976;1703711
869700;2621814
52380;57740
418512;1206161
190061;491388
772395;2317023
876961;2645397
777791;2333738
817086;2457016
842053;2535534
992256;3006782
172465;436777
953007;2883060
941594;2849033
939223;2842311
335927;950049
179988;459601
788616;2367264
650525;1930648
507610;1483816
979249;2965366
372354;1063498
998421;3025896
516782;1513028
342146;969356
61446;86004
548849;1612403
836519;2518734
772819;2318433
712165;2124896
905546;2737834
755063;2263004
202414;530598
73672;124446
80804;148027
88284;171872
611810;1811127
273440;752805
311457;874209
203043;532630
958694;2899766
184766;474595
960617;2905600
803892;2415082
194400;505118
459470;1333015
936812;2834723
351860;1000116
605611;1790399
751149;2250204
353619;1005895
1024479;3107558
818252;2460806
677994;2016731
100382;209236
177017;450492
542775;1593096
444594;1286429
155108;383852
550439;1617668
164889;413243
668474;1986394
336651;951904
138276;329754
433643;1252919
409237;1177299
739297;2211549
754547;2261214
293816;816590
733173;2191709
202236;529932
696211;2073997
633085;1875835
635647;1883991
278860;770374
123486;283130
1017971;3086290
322184;908631
601375;1776188
866746;2612557
570267;1680517
108825;236311
848551;2555762
984012;2980058
1004376;3044059
146568;356432
372202;1063132
766388;2297905
98455;202942
725830;2167815
589677;1740036
626801;1856359
241514;650426
423997;1223022
509779;1491215
113057;249028
826388;2486706
883265;2666224
86929;167490
594755;1756014
994937;3014724
288068;798654
600647;1773983
157457;391102
194859;506665
288357;799341
261796;716053
749866;2245859
539923;1584191
814782;2449374
184544;473856
596962;1762719
396722;1138860
952176;2880382
124903;287272
906299;2739719
407611;1172176
352480;1001954
188933;487979
959128;2901154
904335;2734388
778389;2335270
139297;333026
611234;1809177
106868;229739
662005;1966719
548874;1612496
354003;1007312
415296;1196010
64608;96065
260438;711993
62099;87936
245755;664571
717390;2140478
294949;820090
1027124;3116000
346970;984415
421491;1214721
781181;2344113
582611;1718238
254627;694333
237100;637405
868766;2618787
691061;2058019
824957;2482350
314654;884300
386989;1109160
905582;2737946
726071;2168738
423147;1220102
702983;2096183
655890;1946762
300012;837056
537910;1577520
484542;1410913
777553;2332898
112293;246606
1033976;3137165
461469;1338861
716988;2139229
175066;444779
636216;1885782
411307;1183470
1027801;3118108
137119;326184
590725;1743276
498226;1454571
821643;2471513
487617;1420997
106056;226913
1037533;3148621
223791;597150
311259;873509
229831;615704
851458;2565071
373322;1066803
106833;229565
821718;2471859
927866;2806472
263126;719707
946364;2863162
167853;422508
790907;2374328
334441;945742
62531;89245
124838;287070
816088;2453836
886542;2676896
241900;651427
206220;542401
939279;2842417
391266;1122083
171720;434879
638518;1893143
901019;2723168
100976;211111
203878;535126
436908;1262461
904284;2734315
229022;613053
82092;152015
384128;1100520
994484;3013299
150821;370778
807752;2427442
331622;937613
943901;2855958
663331;1970959
82219;152421
752872;2255838
222057;591743
319337;899510
825109;2482675
135217;319879
895238;2704300
943767;2855448
317454;894249
953484;2884498
401470;1153370
827710;2490208
417102;1201696
264513;723781
131834;309396
609114;1801946
330692;934846
161862;404161
568392;1674954
206160;542208
104007;220865
546866;1606065
849534;2559098
484159;1409677
77156;136045
586822;1731201
980293;2968556
446044;1291342
982602;2975831
838167;2523923
677763;2015989
670373;1992042
312679;877879
366476;1046419
529103;1550290
162392;405551
692416;2062167
784431;2354465
358946;1022619
361237;1030236
600314;1773207
66103;100373
385380;1104459
168434;424567
274592;757263
269775;740523
952012;2879884
832548;2505412
97189;199194
957211;2895716
729319;2179526
710091;2117896
122579;280230
456781;1324206
160592;400504
918754;2778402
513072;1501434
986458;2988008
981543;2972390
497165;1451388
118477;266908
197413;514350
564266;1661576
631288;1869923
59938;81360
444443;1285976
258976;707264
859478;2590209
1019294;3090717
203244;533376
595718;1759033
608001;1798357
767993;2303090
990430;3000761
197220;513743
399756;1148572
825392;2483362
751387;2251127
910201;2752171
957165;2895554
556972;1638320
891298;2692245
346087;981886
367982;1051080
243117;655506
532132;1559857
378316;1082275
231763;621184
936255;2832829
664388;1974331
153683;379969
711997;2124090
244518;660156
1036623;3145724
162948;407259
190792;493490
530199;1553616
262634;718325
753062;2256419
258907;707163
634911;1881516
129655;302408
930071;2812969
448786;1299777
343831;974728
455397;1319639
869098;2619878
381422;1091503
772576;2317653
472152;1371009
995282;3015603
595486;1758378
93794;188850
583729;1721746
225478;602708
498111;1454381
498061;1454342
833540;2508772
595097;1757102
586405;1729980
899975;2720148
200852;525734
671351;1995891
533754;1565039
532941;1562293
263922;722289
149443;366287
318784;898184
111095;243221
1015869;3079403
1033846;3136580
873016;2633441
607310;1796166
790227;2372006
523273;1532821
739389;2211658
63713;93252
752886;2255942
126288;291797
265437;726727
771823;2315076
771820;2314993
175460;445873
279925;773799
285579;791355
60815;84019
394579;1132190
72660;121183
626305;1854978
442634;1280161
542574;1592324
996532;3019715
204976;538488
374930;1071759
477222;1387272
96986;198503
103257;218410
457852;1327714
905333;2737275
568546;1675468
832045;2503869
101065;211570
204417;536753
250010;678977
504898;1475122
533611;1564737
949982;2874098
400137;1149656
221377;589663
860335;2592962
398452;1144300
203939;535435
183153;469388
213286;564870
766309;2297664
828821;2494005
592417;1748741
719514;2147015
353838;1006753
688891;2051537
529375;1551131
316097;889171
453134;1312965
501086;1463114
445764;1290526
528389;1548452
83814;157363
127081;294116
361327;1030443
542171;1591094
169347;427940
146640;356718
231194;619202
280704;776169
1035684;3142394
447994;1297163
905193;2736957
468560;1360310
133223;313542
682621;2032346
88273;171715
921491;2786802
762207;2285054
523096;1532447
601383;1776244
704108;2099520
775536;2327030
254787;694825
54620;64683
410992;1182623
527211;1544589
963319;2914938
101132;211703
112247;246487
530602;1555145
696030;2073579
730559;2183483
1036015;3143645
161049;401730
958448;2899126
124592;286370
808830;2431261
240108;646070
506017;1478669
393318;1128146
463618;1345213
417407;1202569
784259;2354221
769736;2308677
130813;306051
633661;1877634
239760;645044
51966;56428
320555;903265
853022;2570410
401640;1153921
550634;1618396
342214;969559
298784;832673
961269;2907832
789110;2368730
1025329;3109866
295932;823607
337848;955710
127942;297161
786089;2359502
317464;894302
384273;1100914
521050;1525692
575884;1697032
83442;156223
469996;1365030
688303;2049969
509781;1491275
492738;1437242
649428;1927121
1012240;3068617
963783;2916379
440282;1272451
1015962;3079886
375180;1072499
959267;2901664
130371;304829
582890;1718938
576096;1697587
136766;325044
293079;814260
430133;1242544
928293;2807703
394633;1132419
511594;1497004
929056;2810166
284497;788170
985467;2984915
519691;1521767
288586;800299
344090;975645
981569;2972487
513062;1501390
294776;819746
91325;181206
755947;2266086
605637;1790487
250212;679459
902598;2728560
323563;912175
1036721;3146061
864840;2606883
209475;553097
296638;825710
552789;1625115
940232;2845012
613358;1815601
134019;315972
537781;1577097
206477;543209
994924;3014577
724761;2164077
723375;2159112
918615;2777928
130957;306574
147656;360143
347546;985994
516637;1512509
675253;2007597
192384;498353
460125;1334894
310677;871478
745156;2230201
711104;2121103
159050;395601
399269;1146898
859738;2591044
597989;1765601
535614;1570383
329997;932625
796367;2391265
117316;263011
727963;2175312
946135;2862579
271879;747605
154796;382916
483548;1407662
693350;2065112
920833;2784325
338171;956729
136537;324163
352769;1003057
614036;1817728
619360;1834393
159840;397899
859561;2590506
272120;748364
519389;1520803
942736;2852072
766725;2299097
341923;968721
76846;135011
285547;791223
992325;3006897
87773;170051
146017;354696
393169;1127585
414414;1192927
96839;198076
201853;528843
384221;1100881
724556;2163442
90006;177095
1040909;3158131
797774;2395550
422554;1218418
849884;2560268
383603;1098838
712792;2126620
611573;1810316
722244;2155673
66528;101774
576309;1698246
62394;88763
634665;1880786
808457;2429918
820861;2468879
734190;2195019
777297;2332313
94235;190064
390463;1119627
151016;371527
632904;1875342
940826;2846771
948085;2868678
1017581;3085193
213515;565670
1018250;3087280
452871;1312126
565222;1664577
531082;1556742
586027;1728730
368443;1052379
417773;1203892
492915;1437722
633418;1876811
95424;193627
271902;747775
304009;851452
70679;114958
612565;1813371
669554;1989632
287882;798148
326510;921889
951318;2877775
567594;1672016
905935;2738917
460356;1335626
509437;1490023
589107;1738293
695329;2071187
638939;1894147
291047;807905
318234;896650
120063;272754
60478;82849
388144;1112429
417320;1202370
974007;2948715
127327;295031
918643;2778009
599098;1769445
669214;1988598
276375;762808
363809;1038357
69311;110830
99953;207866
162198;405145
929465;2811177
352912;1003541
673444;2002492
599999;1772010
229693;615157
130431;304967
334761;946482
605928;1791234
135011;319239
241603;650639
154943;383396
75075;128858
875539;2640701
488828;1424580
117962;264910
694094;2067966
480169;1396127
807302;2426130
764958;2293414
870493;2624648
854139;2573724
649966;1928923
475755;1382594
132736;311795
387074;1109374
835696;2515836
108123;233780
324873;916332
203278;533401
600067;1772203
510528;1493450
770878;2312150
743106;2223549
419191;1208341
463004;1343263
760553;2279923
307470;861896
948007;2868364
245253;662675
881367;2659967
244984;661606
344338;976429
358814;1022134
590157;1741713
457814;1327519
342845;971668
367148;1048473
243028;655241
122352;279625
863579;2603068
878375;2650554
1019438;3091072
580192;1710759
535208;1568876
675504;2008265
841450;2533965
569646;1678441
725605;2167046
573792;1690964
78125;139304
92311;184300
353270;1004839
878295;2650338
333499;942913
200759;525426
829554;2496054
408193;1174051
1018479;3087830
263052;719444
891138;2691576
689596;2053568
415791;1197626
1049225;3185040
759102;2275507
410913;1182217
390178;1118821
82716;153879
127032;293959
1005303;3047103
738241;2207916
148339;362617
539849;1583916
991849;3005110
990485;3000962
345427;979962
120849;275269
853591;2571901
644906;1913865
625382;1852282
736900;2203872
949262;2872088
177262;451170
556455;1636650
918878;2778781
328912;929664
873813;2635784
220904;588184
532870;1562175
852621;2568713
577900;1703448
400703;1151240
100716;210224
379436;1085706
110808;242257
635911;1885012
971715;2941758
301187;841243
652764;1937569
262693;718496
931994;2818940
326936;923449
824628;2481106
128135;297909
167251;420492
661372;1964715
778436;2335416
308033;863398
966601;2924976
453017;1312550
187813;484515
822527;2474482
329699;932041
411970;1185368
364575;1040712
903069;2730256
360594;1027965
980009;2967506
897007;2710650
429109;1239495
148021;361417
412087;1185727
172240;436143
579793;1709482
134276;316778
888937;2684426
575546;1696212
834806;2512814
719318;2146406
923042;2790911
847498;2553153
88518;172571
127529;295695
433833;1253625
167734;422228
269957;741377
741965;2219653
178092;454150
534700;1567438
263413;720626
171980;435362
174691;443877
82801;154127
76823;134948
779584;2339219
768652;2305487
668175;1985555
918292;2776763
896330;2708104
752797;2255467
677624;2015493
326634;922330
885047;2671759
366038;1044941
801698;2408534
70689;115066
780490;2342262
283331;784730
508686;1487383
524086;1535067
812690;2443246
178658;455495
166877;419598
228396;611127
900536;2721630
421997;1216197
676760;2012588
786888;2362040
543750;1595941
634085;1879084
780868;2343079
632529;1873938
137092;326011
188065;485268
418192;1205250
715205;2134042
509742;1491062
299139;834047
618961;1832643
404109;1161344
522578;1530904
62274;88441
861706;2597074
454018;1315532
846188;2549304
319671;900765
1044729;3170268
670992;1994646
270729;744040
426239;1230152
657401;1951782
1007905;3055478
224224;598663
445091;1288129
471657;1369609
266685;731046
105344;224877
618501;1831117
126441;292178
384309;1100973
742754;2222244
783050;2350207
110398;240897
367668;1050117
245603;663957
544227;1597445
502426;1467186
86872;167296
576639;1699380
370897;1059487
699739;2086174
338877;958475
923982;2793841
223291;595434
717915;2141908
265244;726086
159691;397603
426692;1231574
95991;195350
121820;277926
458107;1328484
815896;2453186
1015574;3078453
525443;1539310
99055;204909
366308;1045807
1024407;3107250
515169;1508166
241493;650386
566229;1667523
864451;2605551
781945;2346920
538991;1581101
843193;2539325
303200;848517
770470;2311140
629397;1863952
901651;2725548
532583;1561102
757006;2269563
66547;101789
953788;2885339
636928;1887924
144832;350614
62005;87702
549873;1615680
414938;1194671
428171;1236537
544568;1598377
287714;797827
238832;642120
118157;265829
524348;1535849
869785;2622255
81695;150811
692817;2063284
578942;1707069
1028646;3120583
270889;744671
106009;226872
637812;1890717
274686;757537
741434;2218099
639706;1896865
82194;152329
541869;1590118
666106;1979129
404415;1162496
644974;1914195
789266;2369093
913841;2762334
84380;159411
341675;967747
442186;1278819
230170;616445
368300;1051865
484876;1412077
380132;1087661
725315;2166070
578599;1705816
310886;872437
540555;1586048
961388;2908102
875605;2640892
368869;1053435
57361;73388
925483;2799088
84818;160831
206019;541850
488583;1423834
484419;1410734
218534;580978
517458;1514966
710322;2118396
426443;1230892
67273;103956
509989;1491893
776578;2330151
401593;1153738
381601;1092185
297177;827593
718390;2143466
218690;581459
933616;2824134
345121;979058
568913;1676350
600449;1773477
835308;2514487
649247;1926620
331454;936989
727620;2174021
817300;2457800
574934;1694440
700505;2088328
358210;1019909
683765;2036183
402193;1155523
161190;402270
957618;2897078
957868;2897706
568473;1675080
534096;1565920
389296;1116194
570503;1681076
91862;182939
80480;146978
928527;2808462
112993;248866
377504;1079741
260307;711586
457987;1328030
468580;1360311
211625;559762
314749;884631
71237;116987
218880;582077
516204;1511555
297442;828242
169880;429360
824824;2481937
901076;2723356
932056;2819025
795278;2387793
527271;1544798
823860;2478620
425249;1227170
193625;502528
440321;1272626
249526;677406
450945;1306029
572738;1687722
288070;798666
372583;1064136
373068;1065976
1019124;3089886
1005968;3049182
836554;2518797
442678;1280435
606536;1793660
412525;1187116
937587;2837373
496863;1450655
824856;2481966
788663;2367398
368955;1053751
452022;1309401
605774;1790771
60355;82607
673635;2002977
224314;598989
204509;537001
66236;100670
878429;2650657
665483;1977367
145719;353735
313725;881467
102400;215756
164020;410628
82898;154475
336078;950262
889918;2687564
312277;876573
152148;375321
86158;165001
1033778;3136357
590043;1741459
599733;1771251
803214;2413314
525969;1540690
374072;1068936
72347;120086
253352;690082
620612;1837851
588238;1735676
676468;2011804
249335;676688
514883;1507038
804637;2417387
620109;1836141
54557;64439
564491;1662364
100167;208462
836746;2519249
162981;407505
168254;424220
653154;1938828
393403;1128336
588994;1737917
413797;1190811
327213;924303
80186;146349
213092;564448
457924;1327831
195353;507957
204794;537622
277540;766323
628170;1860458
157414;390927
683283;2034572
592618;1749394
470564;1366865
495264;1445353
626469;1855387
50879;53021
851261;2564570
355799;1012896
771379;2313341
106734;229402
936942;2835088
61022;84719
437072;1263027
646802;1919115
467882;1358628
455077;1318628
581032;1713551
908158;2745471
944650;2857844
962507;2911938
828221;2491760
978447;2963079
1034149;3137577
164822;413074
595228;1757493
889798;2687296
108333;234378
679558;2022116
230971;618481
281376;778469
761810;2284257
436288;1260828
602333;1779662
748459;2240710
809687;2433719
859057;2589180
844955;2545295
544614;1598601
65380;98113
722433;2156129
123898;284301
955106;2889594
281092;777582
339608;960972
98659;203741
770835;2312000
744291;2227519
331968;938529
861754;2597422
493203;1438372
119985;272475
461566;1339219
838771;2525636
703800;2098525
160629;400686
625622;1853049
512381;1499301
460382;1335695
321756;906920
121171;276084
158464;393612
522631;1531090
887638;2680662
98002;201803
560459;1649226
860528;2593473
678449;2017951
232444;623185
413329;1189475
761929;2284428
140423;336944
459822;1333808
285315;790331
818103;2460337
227924;610084
753610;2258220
293666;816250
796684;2392320
998736;3026915
984224;2980847
909072;2748819
575455;1695953
491532;1433306
752224;2253819
799866;2402680
600390;1773285
480553;1397517
82658;153724
257739;703903
771231;2312993
93970;189339
376898;1077937
366780;1047223
125841;290470
901182;2723705
73494;123952
464487;1348004
938236;2839253
573329;1689515
1045302;3171967
122687;280475
658181;1954552
99204;205332
625994;1853919
628989;1862888
353711;1006236
670732;1993606
153399;378899
429672;1241208
512189;1498592
324298;914254
944758;2858242
879864;2655528
621053;1839417
280924;776937
907973;2745020
666323;1979471
520864;1525081
515503;1509119
629889;1865795
817704;2459045
215788;572811
299257;834332
215328;571291
646773;1918991
653656;1940603
213065;564412
529508;1551535
635507;1883510
392909;1126841
1000714;3033219
180967;462637
362364;1033760
400031;1149303
392078;1124168
437403;1264004
182273;466426
933629;2824246
468710;1360937
