w;p
322939;400221
2047237;26277208
44177;7446
754851;2248984
709996;1981473
451298;786149
1881322;18728086
1662837;13108088
1781978;15863027
152483;88814
927466;3459741
1810147;16610936
1802658;16407757
577301;1296393
309224;366764
1169078;5697412
679246;1808758
1885224;18855517
1606749;11990586
1585567;11592873
1983509;22658696
629862;1549151
1152991;5526295
844507;2840873
159332;96983
1224364;6312210
1817517;16814131
1540500;10786560
1939051;20773169
370149;526788
39817;6049
1479487;9773218
183697;128974
1242879;6527698
164912;103906
997659;4040078
447958;774419
270234;279740
1601221;11885577
273694;286981
1115343;5138971
2061654;27406823
414976;663470
749412;2215549
1185554;5876244
1359908;8011011
1753232;15142443
1131432;5302274
1380654;8297526
618912;1494511
1722669;14418151
10227;399
771572;2353517
810251;2605536
1770919;15580995
552274;1184412
1336253;7693391
1716035;14266166
710632;1985136
1781300;15845556
992560;3996100
1867359;18282880
1067581;4673137
15187;880
878750;3087790
96385;35458
742057;2170776
667713;1746184
1263033;6767956
456307;803912
74451;21152
843575;2834317
215321;177330
1359238;8001884
2034004;25382297
1418293;8837195
1937591;20716612
2074777;28665996
130591;65120
2083339;29709598
1901979;19418884
2062565;27485556
1588750;11651841
2030637;25170679
2057232;27038620
2056552;26983897
801267;2545715
1186083;5882047
1585407;11589916
1909027;19664235
1859311;18033533
174054;115766
130036;64567
1153018;5526579
606692;1434771
620639;1503059
390068;585527
1101405;5000132
1940888;20844748
430356;714105
347327;463390
1975105;22274640
984622;3928213
1608847;12030669
1373720;8200920
330590;419530
224133;192184
1136717;5356635
401510;620710
221898;188360
1339718;7739325
1335188;7679313
27545;2895
863470;2976151
1618893;12224374
229330;201227
591445;1362053
282074;304905
22445;1922
823664;2696309
658611;1697641
1650160;12846832
726420;2077262
1473589;9679655
651847;1662045
1379498;8281361
609843;1450051
1342156;7771765
1875194;18530663
1806789;16519428
1443225;9209455
780223;2408639
5612;121
1462554;9506575
2055902;26932027
1696192;13821955
1089084;4879403
380752;557659
221900;188363
842105;2823994
992401;3994733
809061;2597567
1541494;10803790
1611671;12084823
1560100;11130819
1131205;5299947
1477125;9735659
1656033;12967206
1282885;7010570
1312705;7386472
1029688;4323045
522678;1058853
1652871;12902256
590492;1357575
365053;512272
201203;154787
314406;379231
63338;15307
1363998;8066900
1291454;7117159
1854675;17892180
702472;1938418
494521;946230
879027;3089836
1005434;4107699
36826;5174
1188276;5906142
846669;2856115
1128269;5269910
313880;377956
1644785;12737647
1986043;22777512
204628;160114
1806763;16518722
578035;1299758
1063908;4638460
712436;1995547
742812;2175349
1570446;11316471
1074481;4738716
82844;26191
555996;1200727
779711;2405357
1030913;4334100
53887;11079
857951;2936408
548343;1167308
2069799;28152718
1539132;10762888
1325090;7546763
1204126;6082255
581063;1313689
594590;1376888
853349;2903502
1731454;14622209
1414132;8776237
608827;1445114
1716050;14266508
79935;24384
369488;524894
767533;2328025
755988;2256009
519435;1045544
1344749;7806377
412376;655100
1356679;7967093
1433062;9056244
190234;138336
903511;3273764
2091882;31177142
278641;297495
1974531;22248943
1888219;18954264
891647;3183869
1597934;11823549
945122;3600694
222447;189296
1611644;12084304
461726;823361
274724;289154
888827;3162715
624396;1521745
622144;1510529
1194604;5976040
150135;86096
848044;2865832
1765179;15437023
1550988;10969580
1925252;20249865
1062961;4629546
706901;1963700
1190105;5926289
1647276;12788132
1646613;12774675
1541473;10803425
768213;2332306
1439497;9153017
2060027;27268748
412837;656580
1273237;6891912
1117487;5160543
1205260;6094988
1654550;12936703
728586;2090080
553938;1191692
1695111;13798189
72410;20008
1929006;20389802
1219714;6258863
268830;276829
824426;2701519
886266;3143575
1911289;19744098
974195;3840099
1190767;5933592
1079724;4788931
855880;2921573
192638;141862
1180451;5820465
1032226;4345969
211033;170320
1084524;4835194
692620;1882821
1901663;19408004
5753;127
419718;678877
177821;120840
1508422;10243198
868724;3014271
512570;1017660
77200;22743
753879;2242989
1328325;7589044
1499335;10093603
1990563;22993154
1583221;11549588
1669189;13241019
883248;3121106
1942972;20926526
463998;831587
367909;520382
200631;153906
764565;2309391
428281;707162
850006;2879731
1013495;4178527
156846;93976
359858;497686
327750;412309
1732927;14656742
511769;1014433
360141;498475
1821206;16917085
1851833;17806327
917799;3383966
1370279;8153295
1891867;19075663
1178343;5797525
1555286;11045372
1643887;12719495
4218;68
21180;1712
776831;2386941
783418;2429177
1906002;19558292
563451;1233761
41379;6533
704492;1949926
465046;835396
1292552;7130900
834467;2770701
826273;2714170
1292337;7128208
921256;3410951
415056;663729
290950;324491
987100;3949330
1953346;21343110
1743275;14901981
654917;1678151
1040246;4418899
405089;631932
173140;114551
1009132;4140100
944099;3592436
2064383;27645917
1319790;7477864
2084010;29803846
338921;441084
915391;3365244
958730;3711609
877501;3078576
484717;908567
1646979;12782102
676275;1792524
1742367;14880275
217588;181094
436734;735667
1484390;9851563
2090841;30953243
612576;1463373
1668876;13234436
134039;68607
1124261;5229083
742796;2175252
925175;3441694
477113;879903
746967;2200609
614296;1471791
1635426;12549727
609506;1448412
396776;606026
406140;635247
24647;2318
1250037;6612342
2050858;26543073
1433060;9056214
1495063;10023914
991695;3988668
262102;263092
1296895;7185433
175749;118035
459124;813992
1384899;8357093
1533622;10667999
889421;3167164
677285;1798034
1545913;10880680
1709686;14122366
2016657;24347255
1630994;12461692
364957;512000
1795741;16222948
872628;3042777
676351;1792938
2045864;26179022
1026181;4291491
1967009;21918108
316916;385345
1123980;5226228
400085;616271
842044;2823566
1074657;4740397
1364372;8072025
1298279;7202874
1074226;4736283
835641;2778855
1358913;7997459
97488;36275
581191;1314280
1288291;7077682
476000;875748
1072377;4718659
1558578;11103741
39716;6018
1533151;10659922
1996777;23297844
386879;575909
1642441;12690322
305656;358304
1614547;12140212
653526;1670843
1833179;17257184
1559069;11112470
1088740;4876059
135347;69954
337316;436889
1343318;7787262
579346;1305780
892843;3192866
2008732;23913954
1698215;13866549
1539111;10762525
1966734;21906214
610279;1452172
1425810;8948158
521759;1055073
940047;3559838
1824041;16996783
1121265;5198698
513626;1021924
2210;19
430405;714270
1849540;17737493
1262831;6765518
137194;71878
1863228;18154252
1315521;7422700
1574965;11398437
834091;2768093
658166;1695286
188292;135520
1582649;11539057
697652;1911107
312532;374698
468495;847994
1724923;14470200
881854;3110758
1516834;10383355
1610783;12067769
1171894;5727719
108590;45013
1708341;14092108
601623;1410372
1771041;15584073
953107;3665535
1565411;11225775
701777;1934467
419445;677985
729100;2093128
1952571;21311421
1341042;7756930
1438646;9140172
1704313;14001911
1015678;4197835
1879562;18671051
1081133;4802482
1156318;5561404
1759275;15290603
94619;34170
848390;2868281
1354431;7936623
2027272;24964731
1078451;4776708
959158;3715130
1033224;4355004
203245;157952
1601043;11882211
1144113;5433314
1994823;23200965
11660;519
647942;1641681
950736;3646210
1172358;5732723
800268;2539112
1087967;4868551
1839340;17435873
62231;14777
536043;1114637
2004021;23666143
118440;53556
314028;378314
1478185;9752500
1157079;5569455
946164;3609116
1383630;8339252
1324062;7533364
1878424;18634316
469468;851566
1874970;18523507
797568;2521312
863330;2975139
1486305;9882304
897016;3224371
770828;2348810
438628;742134
480162;891339
1153234;5528854
644537;1624034
1188865;5912625
885260;3136075
1531299;10628214
1683707;13550099
826162;2713409
70096;18749
1118349;5169233
1710056;14130703
694705;1894514
377820;549032
297307;338899
1806105;16500870
1347703;7845947
138484;73238
48007;8793
1075756;4750897
26320;2643
1188042;5903568
1847613;17679943
1703734;13988997
490164;929394
1816357;16781931
2079049;29155108
1271619;6872152
1574451;11389087
726058;2075124
92181;32431
1107515;5060696
43485;7215
349152;468307
1759805;15303679
175287;117415
1863036;18148307
1725567;14485110
1189753;5922408
846164;2852550
2076924;28905250
1386358;8377641
1377344;8251304
712887;1998154
724241;2064410
257336;253575
1573043;11363510
1497846;10069267
1488577;9918879
459392;814955
1575469;11407612
1497336;10060943
31104;3691
485248;910586
1384976;8358176
1847508;17676815
2046566;26229051
1426696;8961308
293509;330252
668288;1749275
459442;815134
638108;1590995
49860;9485
1895711;19204954
1421097;8878460
1393652;8480944
60543;13986
513721;1022308
1506173;10206000
498387;961302
965468;3767270
1486259;9881565
1438657;9140338
315279;381352
583839;1326530
1051696;4524321
1424625;8930593
1611622;12083881
1510421;10276357
466605;841079
1455737;9400917
1305732;7297314
1350121;7878446
1596787;11801976
341104;446823
1221322;6277276
1434858;9083171
1532566;10649898
1674010;13342835
1527938;10570880
1981998;22588531
93349;33258
1411995;8745058
955285;3683341
950327;3642882
1372947;8190203
2032925;25313851
1486874;9891454
1934226;20587360
1251612;6631068
1615485;12158330
1405886;8656401
308580;365230
1112460;5110054
518512;1041772
487834;920455
1133967;5328304
1924816;20233725
1016658;4206520
1339682;7738847
598381;1394883
1152703;5523262
776748;2386412
1320599;7488351
1665005;13153304
923051;3425012
1400475;8578457
1762525;15370996
691476;1876423
906475;3296450
1114966;5135183
491131;933117
1192043;5947686
1994106;23165666
2014814;24244535
1269372;6844776
2063046;27527555
967850;3787066
1915717;19902064
48525;8984
353858;481109
115988;51360
561811;1226454
840996;2816220
1125538;5242069
143631;78790
963137;3747959
1160864;5609612
1266285;6807290
1731174;14615656
1550297;10957437
1384670;8353871
1581510;11518113
1031377;4338292
1161218;5613378
1258025;6707693
831594;2750805
1016449;4204667
869048;3016631
144551;79803
179625;123309
691770;1878066
2014491;24226659
1252716;6644216
1344651;7805067
421336;684176
323035;400460
1997485;23333197
607121;1436846
1800687;16354821
1809837;16602460
1248315;6591911
468203;846924
124393;59080
282076;304909
298876;342503
947884;3623045
705753;1957129
625215;1525834
240481;221339
1065401;4652536
249386;238094
1040633;4422437
963409;3750209
747700;2205082
766958;2324408
691273;1875288
551147;1179495
479513;888898
919222;3395059
876036;3067788
477288;880557
1200960;6046800
1933113;20544940
2032565;25291148
590696;1358533
1569520;11299741
1349291;7867279
1953202;21337215
143616;78773
1321953;7505927
43579;7246
107207;43873
34024;4417
1501018;10121169
1614709;12143339
1673135;13324296
2030006;25131650
1957937;21532807
351914;475799
1988876;22912102
1895409;19194745
2073654;28545497
1217159;6229681
964203;3756783
448830;777472
1338576;7724164
124776;59444
319825;392494
1205797;6101024
453641;794432
1077270;4765386
691563;1876909
1379279;8278301
319943;392785
1557409;11082982
2032614;25294235
781818;2418880
1385620;8367242
171659;112596
1353637;7925882
2001906;23557071
748847;2212092
1502088;10138728
1411811;8742378
321839;397482
279236;298773
317061;385700
1607433;12003640
147107;82654
187504;134386
252904;244884
78978;23803
1206202;6105579
593143;1370052
818624;2661995
487125;917743
224241;192370
941892;3574659
1564905;11216697
565264;1241867
246751;233072
1062677;4626875
1087051;4859662
1734891;14702930
730717;2102733
1601718;11894983
580879;1312840
1865662;18229875
656407;1685998
1356213;7960769
1318926;7466676
150400;86401
31093;3689
1469997;9623035
1254678;6667626
1509940;10268370
755633;2253814
743762;2181110
727099;2081275
943239;3585503
1758622;15274510
1357489;7978093
728162;2087567
462673;826785
1659098;13030478
1326524;7565484
1072849;4723154
568259;1255318
120660;55584
1515563;10362073
2051852;26617923
1082686;4817446
2081415;29451497
1999259;23422377
1220098;6263256
323500;401621
620994;1504819
1198886;6023649
30579;3568
596723;1386998
60808;14109
534942;1109985
1210241;6151130
559607;1216669
1948939;21164157
888507;3160320
1845936;17630077
2084592;29887579
1818037;16828593
1221427;6278479
1958340;21549623
1094524;4932477
1103446;5020311
1420721;8872918
1671658;13293062
925758;3446281
582019;1318104
1614714;12143436
714458;2007251
282912;306728
410615;649462
651689;1661219
428642;708367
624954;1524530
1676297;13391418
1727060;14519742
880293;3099195
28289;3053
1103809;5023906
211522;171112
115056;50537
966083;3772376
576227;1291477
585404;1333798
878931;3089127
870936;3030403
191617;140359
656577;1686894
1610850;12069055
102686;40248
2050402;26509014
578234;1300671
906860;3299404
1052810;4534659
745447;2191350
572431;1274183
1765991;15457292
304262;355026
1703687;13987949
1458334;9441055
1860741;18077466
1207670;6122109
1512986;10319039
26417;2663
1126857;5255503
1226226;6333658
85946;28190
120677;55600
857706;2934650
1666137;13176977
728927;2092102
1944222;20975875
465672;837675
1494797;10019589
1487380;9899596
1565207;11222114
421395;684370
102965;40468
1384630;8353309
1058677;4589352
612051;1460809
387976;579208
1673039;13322263
938937;3550939
182427;127193
118300;53429
499006;963726
1487804;9906423
1596786;11801957
345292;457939
302059;349876
885361;3136827
417424;671401
1845800;17626042
505111;987811
1745317;14950931
196819;148100
479547;889026
1125250;5239138
119463;54486
386169;573779
2020522;24566799
1987445;22843883
1575476;11407740
1500855;10118497
823055;2692150
429437;711026
551367;1180454
1324276;7536152
1100766;4993824
1080210;4793602
2030406;25156368
1717446;14298343
1711069;14153554
1189038;5914530
2084590;29887288
1329607;7605847
2062236;27457001
1332497;7643826
1667629;13208244
1089295;4881455
116210;51557
213920;175024
1012225;4167319
5549;118
514593;1025836
1036363;4383496
1160483;5605562
2039203;25721004
937521;3539606
1539799;10774424
607413;1438260
1792337;16132977
434472;727982
1751905;15110135
1153450;5531130
1514153;10338509
1298040;7199860
1298514;7205838
540582;1133925
1324198;7535135
1077052;4763298
1773430;15644489
431492;717921
1681762;13508258
1041642;4431670
259118;257112
710744;1985782
232624;207068
1881861;18745608
1057746;4580646
1759990;15308246
424028;693039
1509344;10258481
1170133;5708754
398628;611749
647277;1638226
90285;31110
1452803;9355735
679445;1809848
547529;1163783
1164505;5648421
2055787;26922894
2011160;24044428
864972;2987020
1640544;12652149
993563;4004728
1070342;4699310
890913;3178355
1869788;18359155
1287927;7073149
1109808;5083545
1809467;16592352
1520873;10451231
1610407;12060555
590793;1358989
1052525;4532013
344687;456324
841580;2820312
359609;496993
717291;2023713
16106;990
1344334;7800830
727602;2084251
491223;933471
892897;3193272
1063175;4631559
1950795;21239157
730064;2098851
1504600;10180051
692844;1884076
882052;3112227
1672743;13315999
1739530;14812689
183457;128636
1681875;13510685
1045649;4468454
995664;4022837
378771;551823
753817;2242606
8646;286
1372166;8179386
1500659;10115284
48204;8866
1804361;16453674
482832;901416
277794;295682
78918;23767
801454;2546953
1525587;10530934
1308905;7337788
210029;168699
687071;1851895
1622303;12290803
157034;94202
1577764;11449477
798582;2527989
1728272;14547925
1817935;16825755
1372398;8182598
423765;692171
987566;3953309
1967651;21945927
195083;145493
585594;1334682
1951352;21261768
1020608;4241639
619743;1498621
472187;861589
789493;2468498
1741079;14849547
2058474;27139823
39158;5850
1903286;19463992
486085;913774
1526548;10547246
1440953;9175026
190729;139058
530589;1091691
23379;2086
392499;592914
1233329;6415932
1427524;8973611
373430;536245
1126342;5250255
1773528;15646973
512473;1017269
713317;2000642
1280928;6986386
698595;1916434
290564;323626
1568394;11279428
1378856;8272394
428050;706391
1644722;12736372
2083681;29757339
1399129;8559152
1951495;21267581
1252195;6638009
829531;2736568
156166;93162
763052;2299924
721639;2049122
1803800;16438530
2024989;24827961
123098;57855
1093887;4926244
1901510;19402740
439130;743853
1536124;10710996
1710554;14141932
318405;388996
764987;2312035
1354019;7931048
1405466;8650332
261610;262101
1029300;4319547
1641626;12673908
838440;2798350
351001;473316
1092187;4909633
1338637;7724973
1917244;19957050
477000;879481
1833433;17264500
792497;2488072
1036082;4380941
665754;1735673
349048;468026
1090802;4896125
403827;627963
504833;986708
70445;18936
1915650;19899657
802496;2553853
1447714;9277783
708900;1975169
1748675;15031834
622008;1509853
544506;1150740
138624;73386
1558077;11094840
75198;21579
1629445;12431066
531513;1095561
31914;3886
881440;3107689
1081056;4801741
1008363;4133349
709202;1976905
286244;314030
1320200;7483178
1158647;5586068
871506;3034569
859591;2948186
822346;2687312
43004;7056
1188764;5911513
1399903;8570249
1406575;8666365
607444;1438410
1614983;12148630
1800224;16342418
1703110;13975094
486967;917140
1120696;5192940
1265503;6797817
640066;1601018
369882;526023
139828;74668
11238;482
1690877;13705522
1026768;4296762
565694;1243793
2019105;24485643
1966629;21901676
753848;2242798
1313619;7398217
1459968;9466381
1341611;7764505
2084453;29867406
1351265;7893857
1723066;14427304
1635521;12551621
630976;1554769
184849;130600
351409;474425
1533247;10661568
698259;1914535
1356479;7964378
1560522;11138338
1403808;8626404
574286;1282619
1509510;10261234
2096461;32693135
1990942;23011459
704909;1952307
1840578;17472091
1490211;9945254
790361;2474145
842665;2827924
1330357;7615690
1489776;9938227
1518398;10409593
1990961;23012377
1696916;13837897
1039502;4412102
1046536;4476622
1453903;9372654
1259673;6727483
1281199;6989731
631507;1557451
1858305;18002720
1013753;4180806
840725;2814322
1516405;10376167
2060481;27306959
41198;6476
1711920;14172782
1486982;9893191
2077717;28996859
1457663;9430671
1900080;19353655
620498;1502360
244970;229708
673590;1777921
430169;713478
1211555;6165998
1949152;21172738
299734;344483
1216824;6225862
1555802;11054503
221012;186855
543964;1148410
999119;4052724
53812;11049
1606807;11991693
412012;653932
353043;478879
1175576;5767506
1873954;18491107
2068277;28005482
13528;699
1140754;5398402
359856;497681
1469115;9609174
2080478;29331590
456313;803933
1618603;12218741
1133778;5326360
528338;1082294
1363282;8057095
139139;73933
1032406;4347598
1788795;16040030
2095764;32333834
834736;2772568
1885726;18872011
498874;963209
658628;1697731
224878;193468
1397663;8538164
1597829;11821573
688389;1859216
249417;238154
318477;389173
468774;849018
2022892;24704328
333292;426461
742976;2176343
1055820;4562668
913120;3347643
1139970;5390274
1537595;10736345
285871;313208
767852;2330033
1837666;17387066
88702;30028
684548;1837926
2079641;29227332
1955150;21417243
1464678;9539691
1046215;4473665
856922;2929031
1837734;17389045
998015;4043160
1501012;10121071
1960686;21648057
1097950;4966089
1737552;14765775
1784617;15931257
1572916;11361205
1636547;12572091
825070;2705926
1343034;7783472
2025677;24868934
141432;76393
205399;161326
1754437;15171851
961028;3730537
898675;3236946
202367;156587
604948;1426351
622842;1514001
430262;713790
391139;588776
1192038;5947630
640826;1604918
1911156;19739387
83980;26915
2092166;31242007
1860540;18071281
1924682;20228769
2080027;29275092
1629389;12429960
1594198;11753417
251815;242772
1859281;18032613
1995137;23216465
1354577;7938599
59027;13294
1177775;5791355
1668458;13225651
1099041;4976823
1986713;22809173
998987;4051580
1161995;5621649
1734671;14697748
1333966;7663183
189385;137101
318750;389844
1631040;12462603
29780;3384
1898587;19302627
1066707;4664871
547263;1162632
515791;1030694
1558118;11095568
771824;2355113
1063597;4635532
467975;846089
1630714;12456151
454101;796064
341844;448777
1950525;21228213
51932;10290
525745;1071521
1661040;13070729
1185332;5873810
1281114;6988682
496548;954117
1648377;12810509
1318871;7465964
620906;1504383
1463726;9524836
893967;3201334
348387;466243
1404856;8641522
94821;34316
690822;1872770
830724;2744796
7651;224
153406;89894
963549;3751368
1974414;22243713
1726003;14495214
1900210;19358109
1982796;22625524
421599;685039
100820;38798
587215;1342236
1972183;22144506
429592;711545
44906;7694
1978572;22431275
1267155;6817840
1776806;15730354
1774969;15683560
1805571;16486400
623794;1518742
1285419;7041971
496272;953041
35834;4899
1292372;7128646
1559406;11118465
1577940;11452693
314020;378295
77798;23097
1594506;11759184
1721841;14399084
775762;2380126
2023433;24736046
1256680;6691572
1254407;6664389
1569190;11293785
1556911;11074150
233930;209407
785200;2440675
1690557;13698545
1572932;11361496
958753;3711798
409924;647256
1734808;14700975
1344444;7802300
355371;485262
437693;738938
547201;1162364
1430792;9022301
1991180;23022971
1379224;8277533
326065;408054
496313;953201
571688;1270812
397521;608324
385410;571506
209438;167749
1261715;6752060
2019110;24485928
262780;264460
1938456;20750085
808598;2594471
1856798;17956708
1254804;6669131
39020;5809
205431;161376
1949123;21171569
126414;61017
1974817;22261738
1295249;7164730
1455968;9404481
217788;181428
331575;422050
385852;572829
90845;31497
14649;819
1738879;14797230
6462;160
380550;557063
341555;448013
1654173;12928960
756941;2261906
1831089;17197145
1946049;21048410
762432;2296050
1018172;4219960
1232422;6405386
74488;21173
2014585;24231857
1116177;5147355
933554;3507968
815278;2639351
1909688;19687515
430707;715283
368398;521777
1039968;4416359
990990;3982617
247569;234625
2010813;24025662
173299;114762
1296233;7177102
517958;1039511
538575;1125375
398492;611328
877656;3079718
1016486;4204995
918427;3388859
441522;752072
1673380;13329484
1218474;6244689
323355;401259
1916706;19937646
776009;2381700
867054;3002124
811029;2610753
2045732;26169655
1634317;12527641
2026092;24893750
467999;846177
692638;1882922
118421;53539
317017;385592
939474;3555243
1366000;8094362
1622424;12293166
1907645;19615713
1723774;14443642
277674;295425
1848548;17707833
532599;1100118
516909;1035238
15517;919
1316388;7433879
853225;2902618
2094492;31864953
1444096;9222681
716584;2019598
242352;224808
1400024;8571985
813261;2625754
2021436;24619568
1735223;14710755
903880;3276583
1063738;4636859
839285;2804251
1340494;7749640
181148;125413
20384;1586
1933874;20573927
618790;1493908
466523;840779
919762;3399274
2007810;23864910
1260760;6740558
1418566;8841206
1568148;11274995
1465288;9549219
173887;115543
1424812;8933363
999209;4053505
314828;380255
1109937;5084833
29036;3217
1624045;12324872
301108;347665
800263;2539079
2010067;23985454
1069501;4691328
2008541;23903772
1348644;7858583
1051918;4526380
464852;834690
1494432;10013655
1250953;6623228
1138905;5379246
347301;463320
1779677;15803831
874698;3057954
2029547;25103380
390246;586066
318198;388487
1237801;6468104
50498;9730
1622408;12292854
1572948;11361786
1442608;9200095
270787;280891
723192;2058239
1636121;12563588
2036710;25556691
478569;885354
293619;330501
229646;201784
407775;640422
