w;p;fpph;fppd
57160;946055995292;0x1.b88aa9bf3899dp-1;0.860433
57142;945760583214;0x1.b867727c5cd67p-1;0.860164
57059;944400794046;0x1.b7c559037d769p-1;0.858928
56992;943275809679;0x1.b73f3d371f091p-1;0.857904
56980;943077704935;0x1.b7279f89cec01p-1;0.857724
56968;942878119733;0x1.b70fd4ae6a1a7p-1;0.857543
56948;942549070202;0x1.b6e89ae2f5652p-1;0.857243
56928;942217160702;0x1.b6c109cffc755p-1;0.856942
56919;942082651892;0x1.b6b100ede84d4p-1;0.856819
56915;942017876572;0x1.b6a94824b8e62p-1;0.85676
56911;941949434987;0x1.b6a11f78d61d5p-1;0.856698
56880;941422358810;0x1.b6624a623529bp-1;0.856219
56792;939965125948;0x1.b5b4932a78538p-1;0.854893
56778;939735989138;0x1.b5994277253f8p-1;0.854685
56771;939633882034;0x1.b58d166764dcfp-1;0.854592
56763;939500516505;0x1.b57d306933429p-1;0.854471
56752;939304361431;0x1.b565ce3baf032p-1;0.854292
56739;939103940048;0x1.b54de9dba0daap-1;0.85411
56715;938704948872;0x1.b51e599d10d7ep-1;0.853747
56700;938442032969;0x1.b4ff020e9328cp-1;0.853508
56674;938015501935;0x1.b4cc295cdf678p-1;0.85312
56652;937647582816;0x1.b4a04d5cc1966p-1;0.852786
56645;937544398572;0x1.b494006dd8502p-1;0.852692
56611;936985317495;0x1.b4515aa0effe1p-1;0.852183
56584;936522760292;0x1.b41a3680c9044p-1;0.851762
56560;936124719573;0x1.b3eac343aa8bcp-1;0.8514
56520;935463400801;0x1.b39bed6ac2b09p-1;0.850799
56456;934405228686;0x1.b31dc8911d05bp-1;0.849837
56428;933941462049;0x1.b2e67f8843b3p-1;0.849415
56308;931955310680;0x1.b1f9bb00b0818p-1;0.847608
56291;931687637538;0x1.b1d9d24445ca2p-1;0.847365
56288;931624006609;0x1.b1d23c67a299cp-1;0.847307
56211;930364533609;0x1.b13c1856d35fcp-1;0.846162
56200;930167364553;0x1.b124973793d94p-1;0.845982
56150;929343221292;0x1.b0c2585c59d1bp-1;0.845233
56112;928710286919;0x1.b076e4bc8fc7ep-1;0.844657
56072;928048646054;0x1.b028050f4ca47p-1;0.844055
56035;927447751988;0x1.afe0633a681f7p-1;0.843509
55979;926520920674;0x1.af71e694c5492p-1;0.842666
55956;926129079964;0x1.af43308d3841ap-1;0.842309
55952;926061830748;0x1.af3b2c44b9b8ep-1;0.842248
55878;924841918143;0x1.aea9bf7d7f928p-1;0.841139
55864;924605288117;0x1.ae8d8a1d6aa96p-1;0.840924
55824;923944129564;0x1.ae3eb9283835bp-1;0.840322
55736;922487207042;0x1.ad910b6905bcap-1;0.838997
55716;922155977064;0x1.ad698f12d10ffp-1;0.838696
55700;921892853572;0x1.ad4a312e88d93p-1;0.838457
55648;921030698860;0x1.ace36a4ed897dp-1;0.837673
55638;920866887799;0x1.accfe330eecd8p-1;0.837524
55588;920038813176;0x1.ac6d2c5bf01a9p-1;0.83677
55509;918742478103;0x1.abd2a35a2fa06p-1;0.835591
55456;917852952775;0x1.ab6899318f88dp-1;0.834782
55432;917455498266;0x1.ab3937d834b41p-1;0.834421
55350;916101927173;0x1.aa97dc220a491p-1;0.83319
55216;913880597903;0x1.a98f0e8b1e575p-1;0.83117
55193;913511440439;0x1.a9630cc06ec7p-1;0.830834
55156;912888352981;0x1.a918c5a1ab4e4p-1;0.830267
55153;912848357380;0x1.a914011008caap-1;0.830231
55108;912093451132;0x1.a8ba0326f9e5bp-1;0.829544
55068;911431681037;0x1.a86b1f881be96p-1;0.828942
55065;911391554057;0x1.a86656f41337p-1;0.828906
55062;911335175969;0x1.a85f9e6e43cd2p-1;0.828855
55057;911261010782;0x1.a856c716bcf6ep-1;0.828787
55008;910438645065;0x1.a7f4be7a93355p-1;0.828039
54865;908083954564;0x1.a6dc0b0708638p-1;0.825898
54824;907392537086;0x1.a6899ea3fc04bp-1;0.825269
54792;906862576390;0x1.a64a71860c5dcp-1;0.824787
54768;906466244370;0x1.a61b326e25cbcp-1;0.824426
54728;905803869300;0x1.a5cc3c58e8adap-1;0.823824
54714;905573655125;0x1.a5b0cac4abc6ep-1;0.823614
54704;905406536966;0x1.a59cdeba0c3c4p-1;0.823462
54600;903684952219;0x1.a4cfa42137645p-1;0.821897
54580;903354532238;0x1.a4a840831d071p-1;0.821596
54576;903287880035;0x1.a4a04e72c7cb5p-1;0.821536
54560;903022605721;0x1.a480aeeb3269ap-1;0.821294
54551;902883366821;0x1.a47015af4ba34p-1;0.821168
54532;902560357191;0x1.a44994368ee28p-1;0.820874
54320;899050515919;0x1.a2a72c5b9e3f9p-1;0.817682
54112;895608720972;0x1.a10ce11c99decp-1;0.814551
54043;894474580118;0x1.a085ade12dda6p-1;0.81352
53987;893548283170;0x1.a017418a445dfp-1;0.812677
53982;893460030085;0x1.a00cbc450be09p-1;0.812597
53979;893415861733;0x1.a007785bcaa45p-1;0.812557
53968;893224473396;0x1.9ff0a7a66938fp-1;0.812383
53960;893093460414;0x1.9fe109737db8cp-1;0.812264
53939;892753739367;0x1.9fb889fcce9cap-1;0.811955
53932;892630547557;0x1.9fa9da78cabf8p-1;0.811843
53920;892430023243;0x1.9f91f2f497a69p-1;0.81166
53891;891957627522;0x1.9f59a2950452cp-1;0.811231
53884;891834153925;0x1.9f4aea778bd57p-1;0.811118
53720;889119447318;0x1.9e074c322c542p-1;0.808649
53565;886561920131;0x1.9cd66aa907804p-1;0.806323
53526;885911184041;0x1.9c88d7c552244p-1;0.805732
53518;885780062160;0x1.9c79363fa1d5p-1;0.805612
53510;885647500349;0x1.9c6968c87aap-1;0.805492
53472;885016435710;0x1.9c1e2e37fdc26p-1;0.804918
53344;882897037238;0x1.9b21874f6d1e1p-1;0.80299
53336;882765336273;0x1.9b11d41da391ap-1;0.80287
53264;881573341292;0x1.9a83bb50d9c36p-1;0.801786
53156;879785369597;0x1.99ae96bffa11cp-1;0.80016
53108;878992433796;0x1.995010450820dp-1;0.799439
53072;878394815997;0x1.9908d26bfb95cp-1;0.798895
53056;878130236186;0x1.98e9481634192p-1;0.798655
52920;875879555742;0x1.97dcfac53dba4p-1;0.796608
52888;875348946088;0x1.979db9d951834p-1;0.796125
52861;874910052415;0x1.976967e07e737p-1;0.795726
52829;874378988886;0x1.972a191aacdd7p-1;0.795243
52826;874325155173;0x1.9723ae3acb698p-1;0.795194
52704;872304844991;0x1.9632d7417fe1ap-1;0.793357
52675;871831761663;0x1.95fa71e5ff063p-1;0.792926
52632;871113226102;0x1.95a4c9eeed1d6p-1;0.792273
52624;870979724061;0x1.9594dfc63bd17p-1;0.792151
52440;867934557796;0x1.9429dcacc9706p-1;0.789382
52284;865354385421;0x1.92f648101abep-1;0.787035
52172;863500471128;0x1.92194716b0312p-1;0.785349
52118;862608037949;0x1.91aee4307b0f2p-1;0.784537
52056;861579673874;0x1.91344d0225613p-1;0.783602
51881;858687479496;0x1.8fdb863d91a21p-1;0.780972
51791;857199283879;0x1.8f2a1e1d4fa1ep-1;0.779618
51769;856834692741;0x1.8efea7ad0a0dcp-1;0.779287
51744;856415810096;0x1.8eccb86460b88p-1;0.778906
51664;855091184651;0x1.8e2ed00816308p-1;0.777701
51384;850456618059;0x1.8c06544897969p-1;0.773486
51360;850061152742;0x1.8bd72fa3cc932p-1;0.773126
51312;849265147576;0x1.8b784b7d71678p-1;0.772402
51298;849035077602;0x1.8b5cde4fc4197p-1;0.772193
51052;844962717233;0x1.897767bc63acap-1;0.768489
51036;844699325963;0x1.895801ac1772cp-1;0.76825
50936;843041919230;0x1.88926da1fde78p-1;0.766742
50812;840990306465;0x1.879ddb61427c4p-1;0.764876
50786;840560755554;0x1.876aa686c4a05p-1;0.764486
50731;839656479823;0x1.86feda389f632p-1;0.763663
50705;839224029076;0x1.86cb4cdf28f07p-1;0.76327
50548;836620992922;0x1.8594fe83354adp-1;0.760902
50512;836023870647;0x1.854dcfc96eb78p-1;0.760359
50336;833112253451;0x1.83f2b84817ed8p-1;0.757711
50064;828611392288;0x1.81da2ce6410adp-1;0.753618
50040;828211214633;0x1.81aa7872534a3p-1;0.753254
49784;823974238242;0x1.7fb1623045739p-1;0.7494
49778;823877528799;0x1.7fa5dad9bf07p-1;0.749312
49592;820797655506;0x1.7e36b493a5079p-1;0.746511
49459;818601051815;0x1.7d30d98d4f33cp-1;0.744513
49427;818074882177;0x1.7cf2202103692p-1;0.744035
49304;816029668737;0x1.7bfe512b02ef7p-1;0.742175
49244;815038615956;0x1.7b882ca329842p-1;0.741273
49056;811926614414;0x1.7a1531e31d137p-1;0.738443
49008;811131729895;0x1.79b66fefcfa5cp-1;0.73772
48972;810535923552;0x1.796f695ec14ebp-1;0.737178
48644;805108679542;0x1.76e86f06ed662p-1;0.732242
48608;804511480039;0x1.76a13df1cef89p-1;0.731699
48566;803817349310;0x1.764e7ec17d1b5p-1;0.731068
48560;803716831288;0x1.7642833071239p-1;0.730976
48520;803054165820;0x1.75f3843e78e0bp-1;0.730374
48405;801156298519;0x1.751145ee2f226p-1;0.728647
48160;797097346241;0x1.732d688982332p-1;0.724956
47799;791127445618;0x1.7065bda0e4d59p-1;0.719526
47340;783525855588;0x1.6cdb8f82c98bdp-1;0.712613
47144;780281938001;0x1.6b58db00a3bebp-1;0.709662
47110;779719091203;0x1.6b15c24807f2cp-1;0.70915
47080;779222366627;0x1.6ada8b73471c4p-1;0.708699
46888;776043264348;0x1.695f90f2b9e26p-1;0.705807
46768;774056704991;0x1.6872bff7bfdbcp-1;0.704
46764;773991882823;0x1.686b05c08f186p-1;0.703942
46760;773924888152;0x1.6863093cb036ap-1;0.703881
46696;772865969850;0x1.67e4cd9d74676p-1;0.702918
46640;771939174014;0x1.6776520cfdbd5p-1;0.702075
46576;770880663369;0x1.66f822de930e4p-1;0.701112
46432;768497098078;0x1.65dbfe3abd73ap-1;0.698944
46312;766509755720;0x1.64ef155a9059ep-1;0.697137
46287;766103666628;0x1.64beac7f88683p-1;0.696767
46227;765109832016;0x1.64483312a080dp-1;0.695863
46139;763654776932;0x1.639abe50c9086p-1;0.69454
46128;763465076814;0x1.638421209d741p-1;0.694367
46124;763399570336;0x1.637c52074143cp-1;0.694308
45987;761138192200;0x1.626ebe3e915e7p-1;0.692251
45792;757904024934;0x1.60ed334acde33p-1;0.68931
45699;756369380358;0x1.603641a80d328p-1;0.687914
45536;753666406134;0x1.5ef4096dece3cp-1;0.685456
45366;750855618208;0x1.5da4f6fd41ddep-1;0.682899
45318;750060682429;0x1.5d4633797a007p-1;0.682176
44896;743074319390;0x1.5a055c983d22bp-1;0.675822
44820;741817122151;0x1.596f7dfacfa62p-1;0.674679
44752;740691768769;0x1.58e956eb822bcp-1;0.673655
44704;739896600729;0x1.588a8c513378ap-1;0.672932
44488;736320245648;0x1.56e0369f2048ep-1;0.669679
44448;735658653342;0x1.5691586d3cf9cp-1;0.669078
44424;735261559428;0x1.5662021509504p-1;0.668716
44413;735083657048;0x1.564ccceeb010cp-1;0.668555
44304;733276525719;0x1.55755fa92fa12p-1;0.666911
44125;730317099968;0x1.541495278081bp-1;0.66422
44040;728905048332;0x1.536c40c21824cp-1;0.662935
43796;724868839867;0x1.518b1973768a8p-1;0.659264
43616;721887978907;0x1.5027c0cb37ebcp-1;0.656553
42858;709344426041;0x1.4a5071f072794p-1;0.645145
42564;704476884713;0x1.480c305dd337ap-1;0.640718
42346;700869016145;0x1.465e18f4a2a4ep-1;0.637437
42183;698174239943;0x1.451cdae98fd4p-1;0.634986
42143;697512570320;0x1.44cdfa5ba1c44p-1;0.634384
42002;695175072846;0x1.43b753989d774p-1;0.632258
41768;691301865814;0x1.41e99ab2adf5ap-1;0.628735
41730;690673212122;0x1.419ea9b5b51b7p-1;0.628164
41704;690243164934;0x1.416b65b60ca2p-1;0.627773
41680;689845794111;0x1.413c06ea7e6e6p-1;0.627411
41616;688786829883;0x1.40bdc9e477e38p-1;0.626448
41426;685643499297;0x1.3f47130e43518p-1;0.623589
41397;685165847455;0x1.3f0e22473ee61p-1;0.623155
41320;683886595282;0x1.3e75a299a4b5ap-1;0.621991
41168;681372174009;0x1.3d49e48d72c5fp-1;0.619704
41120;680577056748;0x1.3ceb1b7fd9613p-1;0.618981
41092;680114249834;0x1.3cb3efc0d5ffcp-1;0.61856
41058;679553010663;0x1.3c710817cf9fcp-1;0.61805
40905;677021973403;0x1.3b434ef736e87p-1;0.615748
40825;675694732168;0x1.3aa516c711f98p-1;0.614541
40618;672268829030;0x1.390cb082cce6p-1;0.611425
40480;669984721565;0x1.37fc67153b9a3p-1;0.609348
40090;663530423531;0x1.34fafd89d7336p-1;0.603477
39458;653068916298;0x1.301be1ac94355p-1;0.593963
39324;650851850589;0x1.2f139632bb3aap-1;0.591946
38698;640492091002;0x1.2a409b6cf451dp-1;0.582524
38560;638206447520;0x1.2930231f4098cp-1;0.580445
38504;637279590642;0x1.28c1a5b1e4ad4p-1;0.579602
38440;636220338850;0x1.28435fe5455b8p-1;0.578639
38056;629866100610;0x1.254de3ef052c8p-1;0.57286
37904;627348478025;0x1.2421c43092f98p-1;0.57057
37794;625529124808;0x1.2348e1ef910c7p-1;0.568915
37786;625396352216;0x1.23390e09b0005p-1;0.568795
37778;625263684937;0x1.23293d5a93c4ep-1;0.568674
37776;625230422801;0x1.2325464622915p-1;0.568644
37730;624469764055;0x1.22ca98cfaf58fp-1;0.567952
37712;624171968351;0x1.22a718cebf7c4p-1;0.567681
37573;621872966786;0x1.219508d905dccp-1;0.56559
37493;620548793705;0x1.20f72e4ad373ap-1;0.564386
37452;619867735584;0x1.20a5fe0c402e4p-1;0.563766
37440;619669049989;0x1.208e4ea50a3eap-1;0.563586
37416;619272520793;0x1.205f0988b36c8p-1;0.563225
37264;616756397626;0x1.1f33178c74729p-1;0.560937
37204;615763956999;0x1.1ebcc8aa0f3dfp-1;0.560034
37195;615612686848;0x1.1eaac04400a5ap-1;0.559896
37088;613842970357;0x1.1dd7c8cdeb638p-1;0.558287
37032;612917042974;0x1.1d6967be3cd0ap-1;0.557445
34464;570413934516;0x1.099ea3cf685adp-1;0.518788
33573;555667533198;0x1.02c0bb5b1d77dp-1;0.505377
33352;552008950962;0x1.010c984965e12p-1;0.502049
33288;550950342402;0x1.008e661e05978p-1;0.501086
33268;550618570299;0x1.0066d93c77284p-1;0.500785
33264;550553254693;0x1.005f0ff64a81bp-1;0.500725
33256;550419128676;0x1.004f12c2c8bebp-1;0.500603
33252;550352911977;0x1.00472dfcd2bdap-1;0.500543
33248;550287612271;0x1.003f6532df7dp-1;0.500484
33242;550187748410;0x1.00337d987482cp-1;0.500393
33236;550088572546;0x1.0027aafd0472ap-1;0.500303
33234;550057053742;0x1.0023e91c5ccd5p-1;0.500274
33232;550021872574;0x1.001fb7777db98p-1;0.500242
33226;549924316340;0x1.001416496857ep-1;0.500153
33224;549890752288;0x1.001015fe405e6p-1;0.500123
33221;549843204949;0x1.000a6af6aa98ep-1;0.500079
33220;549824209997;0x1.000827489adfcp-1;0.500062
33218;549791578937;0x1.0004437673e24p-1;0.500033
33217;549775657247;0x1.00025d923fbc3p-1;0.500018
32832;543401315927;0x1.fa14f8395d26dp-2;0.494221
31303;518093389634;0x1.e28316fd08273p-2;0.471203
29120;481964447146;0x1.c0dd4756ab13ep-2;0.438344
29096;481567191045;0x1.c07e90c015099p-2;0.437983
28680;474680502545;0x1.ba14a6a4442a4p-2;0.431719
28352;469251692944;0x1.b506526643c75p-2;0.426782
27788;459917832332;0x1.ac54f4c233a92p-2;0.418293
27696;458395793094;0x1.aaea12db1911ep-2;0.416909
27684;458196334138;0x1.aaba84d8e86c2p-2;0.416727
27682;458163882341;0x1.aab2c825972e5p-2;0.416698
27681;458149012401;0x1.aaaf3c8ec7cc3p-2;0.416684
27680;458129944675;0x1.aaaab0c18dc1p-2;0.416667
27676;458064753691;0x1.aa9b25d06f098p-2;0.416607
27674;458031144939;0x1.aa93227fae43p-2;0.416577
27668;457931971589;0x1.aa7b7d70154adp-2;0.416487
27666;457898407537;0x1.aa737cd9c557cp-2;0.416456
27664;457864410975;0x1.aa6b61dd7f817p-2;0.416425
27662;457832795725;0x1.aa63d839352a9p-2;0.416397
27652;457667632158;0x1.aa3c777078b4bp-2;0.416246
27624;457202983835;0x1.a9cdaf8e6cbfep-2;0.415824
27576;456408714706;0x1.a910513748c2ap-2;0.415101
27383;453215518221;0x1.a616fff835058p-2;0.412197
26656;441182302745;0x1.9ae20ec866b77p-2;0.401253
26552;439459657070;0x1.994758d5b80bp-2;0.399686
25770;426519237050;0x1.8d3a1c46e9882p-2;0.387917
25544;422776624697;0x1.89bdcd58e7951p-2;0.384513
24746;409570384261;0x1.7d71306616333p-2;0.372502
24640;407814857207;0x1.7bcea387dc01dp-2;0.370905
24480;405167161152;0x1.795760fd0336cp-2;0.368497
24365;403265402347;0x1.7791f6d7ae9bp-2;0.366768
24364;403246174510;0x1.778d6144bb81ep-2;0.36675
24336;402782643620;0x1.771edd9690786p-2;0.366329
24117;399160379601;0x1.73bf402346924p-2;0.363034
24051;398065209194;0x1.72ba243da9c76p-2;0.362038
24031;397733202571;0x1.726afc2a2f59dp-2;0.361736
23952;396427650493;0x1.7133b796f7ef8p-2;0.360549
23922;395932262502;0x1.70bd9b819b57bp-2;0.360098
23888;395369902735;0x1.703787ca3e97cp-2;0.359587
23874;395138341620;0x1.7000526bd27fbp-2;0.359376
23792;393779708709;0x1.6ebc660c94df2p-2;0.358141
23656;391529611170;0x1.6ca3eefe89f34p-2;0.356094
23336;386233077809;0x1.67b52440c7036p-2;0.351277
23297;385589770656;0x1.671bc3e683258p-2;0.350692
23288;385438185195;0x1.66f79fdbaf609p-2;0.350554
23264;385041393116;0x1.6699059770a24p-2;0.350193
23114;382557592235;0x1.6448d66aae80ep-2;0.347934
22596;373984953998;0x1.5c4cf61a399eep-2;0.340137
22482;372099212851;0x1.5a8b5d98cec78p-2;0.338422
21970;363624539373;0x1.52a6d893b6814p-2;0.330715
21954;363358918463;0x1.5267845cfe161p-2;0.330473
21664;358558604537;0x1.4def0873e4a28p-2;0.326107
21514;356077018780;0x1.4b9f607a70ba4p-2;0.32385
21152;350084936125;0x1.460ac0c6f4b07p-2;0.3184
21146;349986786456;0x1.45f35a326059ap-2;0.318311
21124;349621725395;0x1.459c50a34e562p-2;0.317979
21072;348761394062;0x1.44cf322e393b1p-2;0.317197
20936;346511158120;0x1.42b6b2ada310ep-2;0.31515
20863;345299769720;0x1.4195e165e3118p-2;0.314048
20842;344955478996;0x1.4143cb8f500a6p-2;0.313735
20831;344772324166;0x1.411820ad18dd3p-2;0.313569
20688;342404824410;0x1.3ee3abf569626p-2;0.311415
20656;341876432963;0x1.3e65b1810d5b8p-2;0.310935
20616;341213945200;0x1.3dc7be75c0f86p-2;0.310332
20586;340716531503;0x1.3d5126bcbff2ep-2;0.30988
20568;340419184477;0x1.3d0a421d760e5p-2;0.309609
20390;337473050339;0x1.3a4bd85b8f0cdp-2;0.30693
20209;334473749400;0x1.3780c18e62fe6p-2;0.304202
20074;332243258976;0x1.356cf73980912p-2;0.302173
19892;329230356422;0x1.329ea23f1adcp-2;0.299433
19646;325158697123;0x1.2ed3dfe28fd2bp-2;0.29573
19177;317394343998;0x1.2798b560f819ap-2;0.288668
19040;315128465590;0x1.257c7b22d98dbp-2;0.286608
19032;314995854781;0x1.255cdd36f7d7dp-2;0.286487
18868;312281779793;0x1.22d5c739461d1p-2;0.284019
18832;311684900802;0x1.2247789f093dep-2;0.283476
18664;308906450732;0x1.1fb1097cb2a6ap-2;0.280949
18351;303723316560;0x1.1add4815427cep-2;0.276235
18344;303609534778;0x1.1ac22764eaca2p-2;0.276131
18336;303477007943;0x1.1aa28e991d713p-2;0.276011
18296;302816001960;0x1.1a04f5fea1b01p-2;0.27541
18144;300298287636;0x1.17acb0e85089ep-2;0.27312
18096;299504838078;0x1.16ef8496fade1p-2;0.272398
18012;298114785095;0x1.15a41a7d1e84ep-2;0.271134
17952;297120793813;0x1.14b71e1355565p-2;0.27023
17558;290599983730;0x1.0ea46f69cb207p-2;0.264299
17440;288647302398;0x1.0cd2e133fbf04p-2;0.262523
17279;285982613035;0x1.0a579178ac488p-2;0.2601
17248;285470056815;0x1.09dd5d85bdb43p-2;0.259634
17077;282632221576;0x1.0738c5ce20af2p-2;0.257053
17039;282007599327;0x1.06a3d9e37da06p-2;0.256484
16944;280438044931;0x1.052da3e40fb66p-2;0.255057
16924;280107078140;0x1.04debb47f21e6p-2;0.254756
16911;279889110353;0x1.04aac395464fep-2;0.254558
16839;278697942540;0x1.038ec47832ee4p-2;0.253474
16816;278319913587;0x1.0334a369ccbf7p-2;0.25313
16776;277658759225;0x1.029701c0e63dbp-2;0.252529
16672;275936120575;0x1.00fc4c3bfdf73p-2;0.250962
16496;273022252507;0x1.fc8b27aeda0aep-3;0.248312
16456;272362040632;0x1.fb505769c332p-3;0.247712
16400;271434498862;0x1.f9960e19766aep-3;0.246868
16396;271367504191;0x1.f9761c09fae3ep-3;0.246807
16296;269713199365;0x1.f66146882bd6ap-3;0.245303
16148;267263692510;0x1.f1d14276f5361p-3;0.243075
16136;267064631881;0x1.f1725712490ecp-3;0.242894
16102;266502662121;0x1.f0665f3f4a4eep-3;0.242383
16088;266269691435;0x1.eff748715d2c2p-3;0.242171
15529;257011815589;0x1.deb8c8a52f118p-3;0.233751
15491;256386272392;0x1.dd8e80644388fp-3;0.233182
15400;254882756871;0x1.dac191c83fd58p-3;0.231815
15264;252630934134;0x1.d68fd113b7fa8p-3;0.229766
15032;248793492609;0x1.cf69fb64083bp-3;0.226276
14936;247205051293;0x1.cc748ddceb8fp-3;0.224832
14896;246540490430;0x1.cb37aab5f0ab1p-3;0.224227
14890;246440727381;0x1.cb08189aae8acp-3;0.224137
14880;246276496814;0x1.cab9c8ed701c1p-3;0.223987
14828;245416049533;0x1.c91f7ddbe87c6p-3;0.223205
14556;240914374819;0x1.c0bced051cf74p-3;0.21911
14544;240715216341;0x1.c05df5aeaa8fp-3;0.218929
14496;239920567590;0x1.bee30aa9333aep-3;0.218206
14324;237073763256;0x1.b995945dc7a03p-3;0.215617
14171;234537369152;0x1.b4dc21f205e34p-3;0.21331
14145;234108273157;0x1.b40f86102d07p-3;0.21292
14040;232373588706;0x1.b0d45c97152cep-3;0.211343
13882;229758562133;0x1.abf56b7aadaa3p-3;0.208964
13740;227408766067;0x1.a794f3239b7a3p-3;0.206827
13672;226283838449;0x1.a57c8adf8d29ep-3;0.205804
13648;225885433909;0x1.a4be9181aba5ap-3;0.205442
13472;222972314074;0x1.9f517c0ed26adp-3;0.202792
13370;221284993920;0x1.9c2ce85c049bdp-3;0.201258
13363;221163945638;0x1.9bf32ff5311fep-3;0.201147
13296;220059515861;0x1.99e48ddeaa37cp-3;0.200143
13244;219198987550;0x1.984a38e8f1e86p-3;0.19936
13107;216926954730;0x1.940ed52751e26p-3;0.197294
13085;216561696243;0x1.9360a9ef9f686p-3;0.196962
13020;215491537639;0x1.91625f5738ffbp-3;0.195988
12920;213836532578;0x1.8e4d345b112fep-3;0.194483
12820;212180454176;0x1.8b37865902f31p-3;0.192977
12672;209732536842;0x1.86a844505683ap-3;0.190751
12624;208938692831;0x1.852dbb86faefp-3;0.190029
12614;208771620465;0x1.84de10f38e7e7p-3;0.189877
12576;208141738453;0x1.83b1b70ea9664p-3;0.189304
12552;207745280716;0x1.82f4ab56669dap-3;0.188943
12336;204171484963;0x1.7c4c8cf9184p-3;0.185693
