w;p;fpph;fppd
57182;946543830268;0x1.b8c4d149f81a4p-1;0.860877
57160;946124041954;0x1.b892c65dc5c61p-1;0.860495
57142;945854610652;0x1.b872a7f9b835ap-1;0.86025
57059;944458180847;0x1.b7cc3051df376p-1;0.85898
56992;943382087674;0x1.b74be88ff4174p-1;0.858001
56980;943172580489;0x1.b732eee913e6p-1;0.85781
56968;942980349719;0x1.b71c047e2fcd1p-1;0.857636
56948;942647842448;0x1.b6f4612d20cd1p-1;0.857333
56928;942292464617;0x1.b6ca03e7d3f4fp-1;0.85701
56919;942160537351;0x1.b6ba49ce0f332p-1;0.85689
56915;942089745146;0x1.b6b1d965f43ebp-1;0.856826
56911;942049812912;0x1.b6ad16c3619bcp-1;0.856789
56880;941525143453;0x1.b66e8b1f3a82fp-1;0.856312
56792;940072828768;0x1.b5c169fec13a6p-1;0.854991
56778;939800722483;0x1.b5a0f9f86658ap-1;0.854744
56771;939735880684;0x1.b5993f27d92a4p-1;0.854685
56763;939606035073;0x1.b589c49503a54p-1;0.854567
56752;939416535475;0x1.b5732d836659ep-1;0.854394
56739;939211863232;0x1.b55ac769807fep-1;0.854208
56715;938827565265;0x1.b52cf791a2153p-1;0.853859
56700;938513733484;0x1.b5078e2ed8ffbp-1;0.853573
56674;938117843815;0x1.b4d85c96ceab1p-1;0.853213
56652;937734566155;0x1.b4aaabe216748p-1;0.852865
56645;937582283147;0x1.b4988493165abp-1;0.852726
56611;937040082809;0x1.b457e1eef3391p-1;0.852233
56584;936634116309;0x1.b4277cd1aa28ep-1;0.851864
56560;936226617487;0x1.b3f6e8f11eb98p-1;0.851493
56520;935531384522;0x1.b3a4081d94e9ep-1;0.850861
56456;934489141554;0x1.b327c96265778p-1;0.849913
56428;934031026621;0x1.b2f12cd37a56p-1;0.849496
56308;932074202006;0x1.b207e7472d3f8p-1;0.847717
56291;931806935785;0x1.b1e80af5d28c2p-1;0.847473
56288;931719940616;0x1.b1ddac141013cp-1;0.847394
56211;930453608240;0x1.b146b6ae60fa6p-1;0.846243
56200;930256023654;0x1.b12f28e0cd1a9p-1;0.846063
56150;929447258571;0x1.b0cebf5396eeep-1;0.845327
56112;928786162932;0x1.b07ff049e9779p-1;0.844726
56072;928134902782;0x1.b0324d67fd879p-1;0.844134
56035;927544408026;0x1.afebe8efb455dp-1;0.843597
55979;926564219726;0x1.af770ff69c9dcp-1;0.842705
55956;926214185106;0x1.af4d55c125c4p-1;0.842387
55952;926134896927;0x1.af43e2123e36bp-1;0.842315
55878;924934771602;0x1.aeb4d1272433fp-1;0.841223
55864;924691005772;0x1.ae97c20298126p-1;0.841002
55824;924071851068;0x1.ae4df2e8781dcp-1;0.840438
55736;922580642126;0x1.ad9c2ed29d0a5p-1;0.839082
55716;922274441671;0x1.ad77ae538e39dp-1;0.838804
55700;921990842967;0x1.ad55df94af5fap-1;0.838546
55648;921123527630;0x1.acee7b379d167p-1;0.837757
55638;920937875740;0x1.acd8599239d91p-1;0.837588
55588;920143317820;0x1.ac79a196791dcp-1;0.836865
55509;918802081617;0x1.abd9be4ea26dap-1;0.835646
55456;917932727636;0x1.ab721bbaa89bfp-1;0.834855
55432;917520669410;0x1.ab40fcb5c5193p-1;0.83448
55350;916207307824;0x1.aaa46c1861df7p-1;0.833286
55216;913969463811;0x1.a999a68407118p-1;0.83125
55193;913573038898;0x1.a96a649664bc9p-1;0.83089
55156;913007272273;0x1.a926f2c2a20bep-1;0.830375
55153;912881246593;0x1.a917ecc303ebp-1;0.830261
55108;912192921801;0x1.a8c5dec192ce2p-1;0.829635
55068;911543184817;0x1.a8786a5b63aafp-1;0.829044
55065;911480134623;0x1.a870e637bfa5ap-1;0.828986
55062;911438994565;0x1.a86bfeb90b91p-1;0.828949
55057;911351925247;0x1.a8619d93ffa26p-1;0.82887
55008;910542621111;0x1.a80123936e016p-1;0.828134
54865;908194877756;0x1.a6e9442279803p-1;0.825998
54824;907472272530;0x1.a6931ff92560cp-1;0.825341
54792;906947325043;0x1.a6548bd8e6b85p-1;0.824864
54768;906564247729;0x1.a626e14162de9p-1;0.824515
54728;905871304384;0x1.a5d4464d8014cp-1;0.823885
54714;905687679492;0x1.a5be628409b0ap-1;0.823718
54704;905499668213;0x1.a5a7f8ddeb2ddp-1;0.823547
54600;903776548056;0x1.a4da8f69b1f34p-1;0.82198
54580;903444380497;0x1.a4b2f676a221ap-1;0.821678
54576;903372161226;0x1.a4aa5a8195f22p-1;0.821612
54560;903142268454;0x1.a48ef2bc4cfdap-1;0.821403
54551;902996343788;0x1.a47d8d77d9d38p-1;0.82127
54532;902696615470;0x1.a459d27c5c91bp-1;0.820998
54320;899125240546;0x1.a2b014c5c4532p-1;0.81775
54112;895686664724;0x1.a1162bc4291d1p-1;0.814622
54043;894561461755;0x1.a090094bf707cp-1;0.813599
53987;893628702053;0x1.a020d7bacad5fp-1;0.812751
53982;893565887793;0x1.a0195aca62d96p-1;0.812693
53979;893490076916;0x1.a0105139e904p-1;0.812624
53968;893342234653;0x1.9ffeb1703b2ecp-1;0.81249
53960;893203789745;0x1.9fee306f62815p-1;0.812364
53939;892848364997;0x1.9fc3d1bb8bd2ep-1;0.812041
53932;892707401625;0x1.9fb303df32e83p-1;0.811913
53920;892523519650;0x1.9f9d183d442fp-1;0.811745
53891;892041958681;0x1.9f63b02a33f87p-1;0.811307
53884;891889759738;0x1.9f518b6bf509fp-1;0.811169
53720;889199558028;0x1.9e10d8fb18f27p-1;0.808722
53565;886653085529;0x1.9ce148ceb3c7ap-1;0.806406
53526;886016318450;0x1.9c956037e5ef7p-1;0.805827
53518;885887335038;0x1.9c85fff4fc855p-1;0.80571
53510;885755168816;0x1.9c763e90611e8p-1;0.80559
53472;885115573901;0x1.9c29ffad1bad2p-1;0.805008
53344;882978369986;0x1.9b2b396384538p-1;0.803064
53336;882846358132;0x1.9b1b7cb4e9e0dp-1;0.802944
53264;881670482197;0x1.9a8f4fd22bb19p-1;0.801875
53156;879878922224;0x1.99b9bdbfe198fp-1;0.800245
53108;879103436999;0x1.995d4bd18ee47p-1;0.79954
53072;878457430952;0x1.9910494751917p-1;0.798952
53056;878228232953;0x1.98f4f6b5f2c34p-1;0.798744
52920;875993947190;0x1.97ea9db86de89p-1;0.796712
52888;875420989067;0x1.97a6506d16332p-1;0.796191
52861;874970174461;0x1.977092a7fa804p-1;0.795781
52829;874477163823;0x1.9735cd2a5ff5cp-1;0.795332
52826;874403360881;0x1.972d00e0e353bp-1;0.795265
52704;872405947306;0x1.963ee4a754eacp-1;0.793449
52675;871928033213;0x1.9605ebdf7b7ep-1;0.793014
52632;871202329221;0x1.95af69250bd3dp-1;0.792354
52624;871048091341;0x1.959d062d9b373p-1;0.792214
52440;868018053858;0x1.9433d0c5c4e06p-1;0.789458
52284;865470308516;0x1.930419c149446p-1;0.787141
52172;863589211341;0x1.9223db399a74p-1;0.78543
52118;862699696847;0x1.91b9d1659fe81p-1;0.784621
52056;861663008425;0x1.913e3c2d52aedp-1;0.783678
51881;858771791226;0x1.8fe5933af57a6p-1;0.781048
51791;857281452553;0x1.8f33e9b413d73p-1;0.779693
51769;856919239727;0x1.8f08bbd85ff3fp-1;0.779364
51744;856500884399;0x1.8ed6dca75f077p-1;0.778983
51664;855187532027;0x1.8e3a4c51f7f3fp-1;0.777789
51384;850551644740;0x1.8c11a84488fc1p-1;0.773572
51360;850157257569;0x1.8be2a486c2d82p-1;0.773214
51312;849354425176;0x1.8b82f006b033fp-1;0.772483
51298;849114871381;0x1.8b66616caadf3p-1;0.772265
51052;845076774765;0x1.8985007eda02ep-1;0.768593
51036;844789679860;0x1.8962c70de9408p-1;0.768332
50936;843136650248;0x1.889db89810694p-1;0.766828
50812;841071853195;0x1.87a793fd1747p-1;0.76495
50786;840679170829;0x1.8778c4461a2adp-1;0.764593
50731;839753353301;0x1.870a6690ab217p-1;0.763751
50705;839316246564;0x1.86d64b2048286p-1;0.763354
50548;836685130273;0x1.859ca3d442c06p-1;0.760961
50512;836112538834;0x1.855861b9a4c8ep-1;0.76044
50336;833170289903;0x1.83f9a369dedccp-1;0.757764
50064;828712830970;0x1.81e6448ff5406p-1;0.75371
50040;828295693589;0x1.81b48a8a2a5cbp-1;0.753331
49784;824050931753;0x1.7fba86b0522dbp-1;0.74947
49778;823985005239;0x1.7fb2aac56f66bp-1;0.74941
49592;820887125251;0x1.7e415efa07e95p-1;0.746592
49459;818702663296;0x1.7d3cf67d00423p-1;0.744606
49427;818154883577;0x1.7cfba993f3373p-1;0.744108
49304;816086410148;0x1.7c0514c749598p-1;0.742226
49244;815126807726;0x1.7b92b0095caa5p-1;0.741354
49056;812005363074;0x1.7a1e951b04fe2p-1;0.738515
49008;811199801041;0x1.79be8d4da3af5p-1;0.737782
48972;810592087958;0x1.79761b5f2dd5p-1;0.737229
48644;805206554555;0x1.76f419ef760fbp-1;0.732331
48608;804594750799;0x1.76ab2b2a9e0b8p-1;0.731775
48566;803884426992;0x1.76567dcde02ecp-1;0.731129
48560;803794834375;0x1.764bcfa78e368p-1;0.731047
48520;803119369202;0x1.75fb4a17e4332p-1;0.730433
48405;801225790225;0x1.75198ea623fb7p-1;0.728711
48160;797208019992;0x1.733a9a0830e3dp-1;0.725056
47799;791192342966;0x1.706d7a236c5ecp-1;0.719585
47340;783609499224;0x1.6ce5881cb1916p-1;0.712689
47144;780375062632;0x1.6b63f4f0d11p-1;0.709747
47110;779801578395;0x1.6b1f9797375aap-1;0.709225
47080;779315048443;0x1.6ae597dff7da7p-1;0.708783
46888;776107579551;0x1.69673bb13e624p-1;0.705866
46768;774142019126;0x1.687ceb8c6ca2dp-1;0.704078
46764;774077533899;0x1.68753b9d975e2p-1;0.704019
46760;773999756253;0x1.686bf607bbe28p-1;0.703949
46696;772921117791;0x1.67eb6098bf82fp-1;0.702968
46640;772030861363;0x1.678140206789p-1;0.702158
46576;770973346557;0x1.67032f55fad75p-1;0.701196
46432;768585407211;0x1.65e68535d6de8p-1;0.699024
46312;766569291565;0x1.64f62e3e5b59ap-1;0.697191
46287;766158931818;0x1.64c5430ed4607p-1;0.696817
46227;765188536286;0x1.645194efbcf35p-1;0.695935
46139;763736982213;0x1.63a48b058b74dp-1;0.694615
46128;763544480231;0x1.638d9853cef52p-1;0.69444
46124;763483877976;0x1.63865ee4b159ep-1;0.694385
45987;761181115762;0x1.6273dc2ae5134p-1;0.69229
45792;758011946430;0x1.60fa10cb7c99p-1;0.689408
45699;756429431911;0x1.603d6a48cf451p-1;0.687969
45536;753744338055;0x1.5efd53b90e2dbp-1;0.685526
45366;750947917488;0x1.5daff7bd616bep-1;0.682983
45318;750120084824;0x1.5d4d484ab198fp-1;0.68223
44896;743175349542;0x1.5a1167ca4db25p-1;0.675914
44820;741907401442;0x1.597a4115c479p-1;0.674761
44752;740791922431;0x1.58f5475dfe901p-1;0.673746
44704;739982623057;0x1.5894cd82a3df5p-1;0.67301
44488;736395978160;0x1.56e93dcb60a5dp-1;0.669748
44448;735723822980;0x1.56991d3f08a4bp-1;0.669137
44424;735349876853;0x1.566c8950ea656p-1;0.668797
44413;735172494691;0x1.5657640ac728dp-1;0.668635
44304;733346923574;0x1.557dc4086c9dbp-1;0.666975
44125;730375961463;0x1.541b9976efabcp-1;0.664273
44040;728973780058;0x1.53747248b53b1p-1;0.662998
43796;724950599841;0x1.5194d89143345p-1;0.659339
43616;721960667335;0x1.50306b118e9ep-1;0.656619
42858;709403058247;0x1.4a576f408e99ep-1;0.645198
42564;704546259574;0x1.48147584ed70fp-1;0.640781
42346;700927038544;0x1.466503a8a1976p-1;0.637489
42183;698271249904;0x1.45286b6be16aap-1;0.635074
42143;697572223877;0x1.44d516d70a306p-1;0.634438
42002;695254596768;0x1.43c0ce794057bp-1;0.63233
41768;691363019178;0x1.41f0e4f355b9cp-1;0.628791
41730;690691070903;0x1.41a0cab76e2dap-1;0.62818
41704;690320529134;0x1.41749eaddc7c8p-1;0.627843
41680;689911136817;0x1.4143d104633eap-1;0.627471
41616;688854617353;0x1.40c5de9a122f7p-1;0.62651
41426;685713437230;0x1.3f4f69645c5eap-1;0.623653
41397;685256586160;0x1.3f18f36761266p-1;0.623237
41320;683949097771;0x1.3e7d1606569ccp-1;0.622048
41168;681431721469;0x1.3d50fdcbfb8e6p-1;0.619759
41120;680618330245;0x1.3cf007110b33p-1;0.619019
41092;680190644753;0x1.3cbd0b24228cap-1;0.61863
41058;679611990712;0x1.3c78100571386p-1;0.618104
40905;677082679640;0x1.3b4a8b92b198p-1;0.615803
40825;675769605776;0x1.3aae03bd20e67p-1;0.614609
40618;672323427374;0x1.391332b85cc42p-1;0.611475
40480;670060183480;0x1.380565ff71a29p-1;0.609416
40090;663571542215;0x1.34ffe4618fbcdp-1;0.603515
39458;653138522042;0x1.30242ddf74c4bp-1;0.594026
39324;650901159448;0x1.2f1976fc30712p-1;0.591991
38698;640513365072;0x1.2a4324a8a0e1ap-1;0.582544
38560;638263646883;0x1.2936f4b547c29p-1;0.580497
38504;637328632932;0x1.28c77e58c9dabp-1;0.579647
38440;636295569777;0x1.284c57c2e3871p-1;0.578707
38056;629929458746;0x1.25557178748cbp-1;0.572918
37904;627382440820;0x1.2425d0a6e89bcp-1;0.570601
37794;625591531359;0x1.2350526ebfa06p-1;0.568972
37786;625449098313;0x1.233f57b892aabp-1;0.568843
37778;625332486041;0x1.233170ff33b62p-1;0.568737
37776;625280414975;0x1.232b3be9ffe07p-1;0.568689
37730;624529532202;0x1.22d1b8ca54439p-1;0.568006
37712;624202878265;0x1.22aac81a728cbp-1;0.567709
37573;621928065097;0x1.219b9a509389dp-1;0.56564
37493;620576597265;0x1.20fa7eca2371ep-1;0.564411
37452;619905589553;0x1.20aa8142638cap-1;0.563801
37440;619700888090;0x1.20921a44340acp-1;0.563615
37416;619356576452;0x1.20690eb5883bp-1;0.563302
37264;616800011614;0x1.1f384a8abdccfp-1;0.560976
37204;615827035285;0x1.1ec44da92af93p-1;0.560091
37195;615640144259;0x1.1eae0633064a2p-1;0.559921
37088;613908876986;0x1.1ddfa41d75f48p-1;0.558347
37032;612960819464;0x1.1d6e9fb2117dcp-1;0.557485
34464;570458981637;0x1.09a4028a0a1dap-1;0.518829
33573;555703368643;0x1.02c500f78783cp-1;0.505409
33352;552074800915;0x1.011471de27575p-1;0.502109
33288;551008702866;0x1.00955b2324b47p-1;0.501139
33268;550650505524;0x1.006aa7d268193p-1;0.500814
33264;550589758495;0x1.006369f83f04ap-1;0.500758
33256;550455838133;0x1.0053730b6a81ap-1;0.500637
33252;550425433844;0x1.004fd32de9e16p-1;0.500609
33248;550352977208;0x1.00472ffa71e1cp-1;0.500543
33242;550226576333;0x1.00381e879a646p-1;0.500428
33236;550142588546;0x1.002e1b6d05208p-1;0.500352
33234;550117106555;0x1.002b11c6f6598p-1;0.500329
33232;550043855034;0x1.002256517527ap-1;0.500262
33226;549980903492;0x1.001ad5308803fp-1;0.500205
33224;549927108669;0x1.00146b807b232p-1;0.500156
33221;549911815543;0x1.001298caef119p-1;0.500142
33220;549916754415;0x1.00132f83de649p-1;0.500146
33218;549832766628;0x1.00092c694920bp-1;0.50007
33217;549836535670;0x1.00099f6eed481p-1;0.500073
32832;543441085369;0x1.fa1e738ee6a8ep-2;0.494257
31303;518098824162;0x1.e28462af88872p-2;0.471208
29120;481978516782;0x1.c0e0a214ba87fp-2;0.438357
29096;481596179142;0x1.c0857a0b1b1fep-2;0.438009
28680;474687848261;0x1.ba1666fd1788p-2;0.431726
28352;469251408283;0x1.b50641066f8fp-2;0.426782
27788;459949565286;0x1.ac5c85959a1bep-2;0.418322
27696;458424654641;0x1.aaf0f46cc7084p-2;0.416935
27684;458218127364;0x1.aabfb70012e08p-2;0.416747
27682;458182175737;0x1.aab724afe53cbp-2;0.416714
27681;458182175737;0x1.aab724afe53cbp-2;0.416714
27680;458117279915;0x1.aaa7abc2ace34p-2;0.416655
27676;458043075831;0x1.aa95fab3dd94ep-2;0.416588
27674;458034038873;0x1.aa93d32167761p-2;0.41658
27668;457939696832;0x1.aa7d54f303712p-2;0.416494
27666;457941884844;0x1.aa7dda7eb2134p-2;0.416496
27664;457878751180;0x1.aa6ecd1f334e6p-2;0.416438
27662;457872353819;0x1.aa6d46a86d3dp-2;0.416432
27652;457674049717;0x1.aa3dff22d44a8p-2;0.416252
27624;457176961511;0x1.a9c77b479e6dp-2;0.4158
27576;456418635849;0x1.a912aec1252f4p-2;0.41511
27383;453245031055;0x1.a61e094a3dd27p-2;0.412224
26656;441176417830;0x1.9ae0a7989929ap-2;0.401248
26552;439445189172;0x1.9943e5c8d0717p-2;0.399673
25770;426515374713;0x1.8d393089e5fb2p-2;0.387913
25544;422775886516;0x1.89bda04ad1ccap-2;0.384512
24746;409569776884;0x1.7d710b53d013cp-2;0.372502
24640;407814945316;0x1.7bcea8e892347p-2;0.370906
24480;405156285442;0x1.7954c9300af6dp-2;0.368487
24365;403296695880;0x1.77996cd923576p-2;0.366796
24364;403238127144;0x1.778b7618a0ed8p-2;0.366743
24336;402801904350;0x1.7723752b79f31p-2;0.366346
24117;399165858618;0x1.73c08e8ce878fp-2;0.363039
24051;398061069437;0x1.72b92791f736ap-2;0.362034
24031;397728370701;0x1.7269d54035dccp-2;0.361732
23952;396424853294;0x1.71330cdcba943p-2;0.360546
23922;395959708993;0x1.70c426b50475ep-2;0.360123
23888;395382096030;0x1.703a700279618p-2;0.359598
23874;395156755153;0x1.7004b64b4590cp-2;0.359393
23792;393784747453;0x1.6ebd9996f71fp-2;0.358145
23656;391516797179;0x1.6ca0e0e3ecf34p-2;0.356082
23336;386223390186;0x1.67b2d4f7aa57cp-2;0.351268
23297;385564242556;0x1.6715adc9f023dp-2;0.350669
23288;385431257600;0x1.66f5f90803fap-2;0.350548
23264;385025111336;0x1.669523d4a1cd8p-2;0.350178
23114;382568455609;0x1.644b6d76e4a27p-2;0.347944
22596;374009209609;0x1.5c52be8c251dep-2;0.340159
22482;372086238936;0x1.5a8845bb60e1ap-2;0.33841
21970;363619221717;0x1.52a5940355fa9p-2;0.33071
21954;363368951514;0x1.5269e8bb6a6bp-2;0.330482
21664;358523922251;0x1.4de6c39d2ef87p-2;0.326076
21514;356087783840;0x1.4ba1f186801p-2;0.32386
21152;350064112414;0x1.4605c9cc78e44p-2;0.318381
21146;349985648312;0x1.45f314bae1e41p-2;0.31831
21124;349610830937;0x1.4599b7b167428p-2;0.317969
21072;348771325301;0x1.44d19055d46fep-2;0.317206
20936;346492114891;0x1.42b2285f2fb57p-2;0.315133
20863;345312094895;0x1.4198d1aabde2cp-2;0.31406
20842;344907130734;0x1.4138449db9653p-2;0.313691
20831;344729748572;0x1.410dfa1172ec2p-2;0.31353
20688;342399893938;0x1.3ee27f06c8b06p-2;0.311411
20656;341833499639;0x1.3e5b750fddfdp-2;0.310896
20616;341183661110;0x1.3dc08610da185p-2;0.310305
20586;340746321970;0x1.3d584100c9e2p-2;0.309907
20568;340391182921;0x1.3d0395092403ap-2;0.309584
20390;337483423638;0x1.3a4e517e5a321p-2;0.306939
20209;334503141691;0x1.3787c384eec3bp-2;0.304229
20074;332243424936;0x1.356d015aa0114p-2;0.302174
19892;329242834287;0x1.32a19bd5bf728p-2;0.299445
19646;325167968420;0x1.2ed615c290013p-2;0.295739
19177;317379967035;0x1.279547e0ed293p-2;0.288655
19040;315118192175;0x1.257a0818bcf57p-2;0.286598
19032;314952540119;0x1.2552897f5fdf8p-2;0.286448
18868;312267908758;0x1.22d2789a5a3f7p-2;0.284006
18832;311655225219;0x1.2240655e0c7ap-2;0.283449
18664;308896603384;0x1.1faeb073e3784p-2;0.28094
18351;303693109904;0x1.1ad6146a42b2dp-2;0.276207
18344;303586100103;0x1.1abc910e1d7bp-2;0.27611
18336;303450266639;0x1.1a9c2e703fe6p-2;0.275986
18296;302805356352;0x1.1a026c3d02d6ap-2;0.2754
18144;300247655752;0x1.17a09e95215dep-2;0.273074
18096;299455250727;0x1.16e3b2049cd65p-2;0.272353
18012;298102475975;0x1.15a12b331e3bcp-2;0.271123
17952;297089776844;0x1.14afb8f3317c5p-2;0.270202
17558;290568382629;0x1.0e9ce6a2950fap-2;0.26427
17440;288613669752;0x1.0ccadc6de218ep-2;0.262493
17279;285962299594;0x1.0a52b9a32bec1p-2;0.260081
17248;285450507564;0x1.09d8b454b05ap-2;0.259616
17077;282631923047;0x1.0738b3959fed9p-2;0.257052
17039;281960171384;0x1.06988b1de3df1p-2;0.256441
16944;280389888760;0x1.052228abe3804p-2;0.255013
16924;280104045258;0x1.04de022b2add4p-2;0.254753
16911;279825361604;0x1.049b90ab1296dp-2;0.2545
16839;278624502524;0x1.037d420bf02d6p-2;0.253408
16816;278278033762;0x1.032aa745887bdp-2;0.253092
16776;277637404693;0x1.0291ea6056354p-2;0.25251
16672;275867048852;0x1.00ebd46e50759p-2;0.2509
16496;273015157802;0x1.fc87c5a150dd8p-3;0.248306
16456;272339692629;0x1.fb45af62a8cffp-3;0.247692
16400;271418384949;0x1.f98e5f11a98f2p-3;0.246854
16396;271351821076;0x1.f96ea198a789ep-3;0.246793
16296;269679814071;0x1.f6515b2db9a2ap-3;0.245272
16148;267223019934;0x1.f1bddd8cf4bbcp-3;0.243038
16136;267046938099;0x1.f169e72f9ba25p-3;0.242878
16102;266481677082;0x1.f05c5d98d71cep-3;0.242364
16088;266252971828;0x1.efef4f79a456cp-3;0.242156
15529;257013490839;0x1.deb99524bd2f8p-3;0.233752
15491;256374977527;0x1.dd891d9fbe5b1p-3;0.233172
15400;254857035113;0x1.dab54deb48f94p-3;0.231791
15264;252584419599;0x1.d679a30879726p-3;0.229724
15032;248747489951;0x1.cf540bd4f881ep-3;0.226235
14936;247170070556;0x1.cc63dfc0e5624p-3;0.2248
14896;246503637952;0x1.cb26181e07764p-3;0.224194
14890;246413098805;0x1.cafaebf9ae789p-3;0.224111
14880;246269774810;0x1.cab6945ed5eaap-3;0.223981
14828;245351967930;0x1.c900ef65d2378p-3;0.223146
14556;240894508997;0x1.c0b373fe2bc64p-3;0.219092
14544;240656421926;0x1.c041eca134945p-3;0.218876
14496;239883102464;0x1.bed12d4807353p-3;0.218172
14324;237051863722;0x1.b98b231556d79p-3;0.215597
14171;234532521652;0x1.b4d9d235a42c1p-3;0.213306
14145;234041319259;0x1.b3ef98fadaee8p-3;0.212859
14040;232325613052;0x1.b0bd7c2fe0f64p-3;0.211299
13882;229708221657;0x1.abdd6a66cbf2bp-3;0.208918
13740;227379948175;0x1.a78735547b794p-3;0.206801
13672;226246594044;0x1.a56ac86fe67ccp-3;0.20577
13648;225810964051;0x1.a49b0ef29afa8p-3;0.205374
13472;222924091940;0x1.9f3a7d91201d4p-3;0.202748
13370;221283394822;0x1.9c2c252834f31p-3;0.201256
13363;221140103883;0x1.9be7d1965b754p-3;0.201126
13296;220017008742;0x1.99d0490335b6p-3;0.200104
13244;219187107073;0x1.98448ea80b2ecp-3;0.19935
13107;216895378245;0x1.93ffc69a2e98ep-3;0.197265
13085;216533257789;0x1.93531a71eeb2p-3;0.196936
13020;215488596226;0x1.9160f84814109p-3;0.195986
12920;213756458959;0x1.8e2705be7b86p-3;0.19441
12820;212171654035;0x1.8b33541c9875dp-3;0.192969
12672;209735701936;0x1.86a9c6ad8741dp-3;0.190754
12624;208876017737;0x1.850fd8c24b79ap-3;0.189972
12614;208719572720;0x1.84c53f7781ac9p-3;0.189829
12576;208082023496;0x1.83953da241bcdp-3;0.189249
12552;207697464651;0x1.82ddde6a5a0a9p-3;0.1889
