w;p;fpph;fppd
58452;967961177197;0x1.c2bdf6d8db933p-1;0.880356
58416;967386310290;0x1.c2796f4d24c78p-1;0.879833
58336;966027172208;0x1.c1d769b2e0d93p-1;0.878597
58320;965576139265;0x1.c1a1a54402419p-1;0.878186
58312;965705595179;0x1.c1b113f256d12p-1;0.878304
58308;965637499670;0x1.c1a8f5d62cf05p-1;0.878242
58258;964797414403;0x1.c144d07806233p-1;0.877478
58248;964664893716;0x1.c13504422982ap-1;0.877358
58240;964325243795;0x1.c10c86f7263ccp-1;0.877049
58206;963747399561;0x1.c0c7a48f13729p-1;0.876523
58184;963457140788;0x1.c0a50a906877ap-1;0.876259
58144;962555284266;0x1.c0398816540ebp-1;0.875439
58120;962147876521;0x1.c008f6fd53b45p-1;0.875068
58060;961534133442;0x1.bfbfcd09856a3p-1;0.87451
58056;961296333386;0x1.bfa373f4944d1p-1;0.874294
57992;960211649707;0x1.bf22260956981p-1;0.873307
57968;960126107138;0x1.bf17f37c0547cp-1;0.87323
57892;958691142459;0x1.be6ce3d677508p-1;0.871925
57872;958467551302;0x1.be523c608dad7p-1;0.871721
57864;958468071143;0x1.be524c3dce7e1p-1;0.871722
57770;956563201256;0x1.bd6f3839d04ap-1;0.869989
57734;955981222257;0x1.bd29d7a2e30c7p-1;0.86946
57672;955112779129;0x1.bcc250daf2b3cp-1;0.86867
57608;953731412578;0x1.bc1da4e4c40aap-1;0.867414
57520;952611057273;0x1.bb98165cf3458p-1;0.866395
57476;951497217457;0x1.bb134eab6397ep-1;0.865382
57432;951032003485;0x1.badbd9773ab2cp-1;0.864959
57392;950378677949;0x1.ba8df78d7ac43p-1;0.864364
57372;950280524483;0x1.ba82442587d6dp-1;0.864275
57352;949767138837;0x1.ba4510dc2b514p-1;0.863808
57328;949237890030;0x1.ba05f977dd962p-1;0.863327
57288;948638267561;0x1.b9be7e7153aafp-1;0.862781
57246;948135512082;0x1.b9828f9024315p-1;0.862324
57244;947718268622;0x1.b950d24d9c2d6p-1;0.861945
57224;947608126188;0x1.b943b105d8511p-1;0.861845
57182;947053678799;0x1.b90198a19eed2p-1;0.86134
57160;946747898198;0x1.b8dd24f2ad0cdp-1;0.861062
57142;946315029214;0x1.b8a98ad5bcb0cp-1;0.860669
57059;944705728218;0x1.b7e9b2ddb5224p-1;0.859205
56992;943596122598;0x1.b7656c63cdcbp-1;0.858196
56980;943457322385;0x1.b754e08b23ed3p-1;0.858069
56968;943519225543;0x1.b75c41ad8e66p-1;0.858126
56948;942706165516;0x1.b6fb550e198e6p-1;0.857386
56928;942558565709;0x1.b6e9bcaa9a3bep-1;0.857252
56919;942694400032;0x1.b6f9ee00403ap-1;0.857376
56915;942640790880;0x1.b6f389fac1f8cp-1;0.857327
56911;942314686233;0x1.b6ccaa0e32c4ap-1;0.85703
56880;942010406886;0x1.b6a8642fcdc9dp-1;0.856753
56792;940667250663;0x1.b608464fce7adp-1;0.855532
56778;940042653132;0x1.b5bdd11b9919ep-1;0.854964
56771;940116536846;0x1.b5c69fdc1cb9ep-1;0.855031
56763;940189863424;0x1.b5cf5d9c0015dp-1;0.855098
56752;939765450430;0x1.b59cc58d7d92ep-1;0.854712
56739;939613173790;0x1.b58a9e703c0ecp-1;0.854573
56715;938993715939;0x1.b540c615c6b9dp-1;0.85401
56700;939034798617;0x1.b545abd43300cp-1;0.854047
56674;938494823181;0x1.b5054d161ad05p-1;0.853556
56652;937882882067;0x1.b4bc5a2026aep-1;0.853
56645;938130960033;0x1.b4d9ecdd43dd3p-1;0.853225
56611;937712333782;0x1.b4a80567ad802p-1;0.852844
56584;937091671311;0x1.b45e084a1f25dp-1;0.85228
56560;936624820114;0x1.b426611f251cbp-1;0.851855
56520;935905976130;0x1.b3d0afbe84db4p-1;0.851202
56456;934901800830;0x1.b358fabefd034p-1;0.850288
56428;934570676997;0x1.b33181a60aff4p-1;0.849987
56308;932556569563;0x1.b24167f7b70f8p-1;0.848155
56291;932434597123;0x1.b232ddaa070ccp-1;0.848044
56288;932207653556;0x1.b217cfe568b08p-1;0.847838
56211;930773974066;0x1.b16ce7786436dp-1;0.846534
56200;930652837552;0x1.b15e76ad612a5p-1;0.846424
56150;929924241199;0x1.b1079bae5ed12p-1;0.845761
56112;929189903873;0x1.b0b0117c020d6p-1;0.845093
56072;928618694963;0x1.b06bf99267cf6p-1;0.844574
56035;927869748335;0x1.b012b188dfd09p-1;0.843893
55979;926943564939;0x1.afa448a917c84p-1;0.84305
55956;926592509633;0x1.af7a6f4d82a4ap-1;0.842731
55952;926635544062;0x1.af7f909bfca52p-1;0.84277
55878;925586641017;0x1.af0286a0f3036p-1;0.841816
55864;925291322289;0x1.aedf523762738p-1;0.841548
55824;924562322809;0x1.ae886aeaf2763p-1;0.840885
55736;922896794488;0x1.adc1df06f125fp-1;0.83937
55716;922710892204;0x1.adabb5bd59c94p-1;0.839201
55700;922375771376;0x1.ad83c2a9e0568p-1;0.838896
55648;921543049050;0x1.ad207dfeb59f1p-1;0.838139
55638;921240743196;0x1.acfc745a38587p-1;0.837864
55588;920491939980;0x1.aca330b119982p-1;0.837183
55509;919183758562;0x1.ac073e29c5244p-1;0.835993
55456;918105907844;0x1.ab86c0c5099bcp-1;0.835012
55432;918078356355;0x1.ab8377f707915p-1;0.834987
55350;916588938162;0x1.aad1ea8765a79p-1;0.833633
55216;914453012318;0x1.a9d34b3ebc141p-1;0.83169
55193;914170694561;0x1.a9b1a39743d46p-1;0.831433
55156;913353125524;0x1.a9502d5d280c7p-1;0.83069
55153;913353125524;0x1.a9502d5d280c7p-1;0.83069
55108;912502731913;0x1.a8eacd6912657p-1;0.829916
55068;911798212568;0x1.a896d12fb0dc9p-1;0.829276
55065;912014320261;0x1.a8b094450baf3p-1;0.829472
55062;911638917925;0x1.a883d3e64a7dbp-1;0.829131
55057;912014320261;0x1.a8b094450baf3p-1;0.829472
55008;910992392888;0x1.a836c18570b4ep-1;0.828543
54865;908627407936;0x1.a71cd3e8817dep-1;0.826392
54824;907842639563;0x1.a6bf46ad9604dp-1;0.825678
54792;907264423740;0x1.a67a58ee78754p-1;0.825152
54768;906833229214;0x1.a646f1eb3c8adp-1;0.82476
54728;906282282361;0x1.a605445af2701p-1;0.824259
54714;906111498706;0x1.a5f0e873a45a5p-1;0.824104
54704;905839844113;0x1.a5d0863623d4ep-1;0.823857
54600;904350676822;0x1.a51f006ead9bep-1;0.822502
54580;903857841093;0x1.a4e440478a591p-1;0.822054
54576;903809375905;0x1.a4de793d43224p-1;0.82201
54560;903557414344;0x1.a4c06ffb9053bp-1;0.821781
54551;903557414344;0x1.a4c06ffb9053bp-1;0.821781
54532;903011363588;0x1.a47f57d609ae4p-1;0.821284
54320;899582496731;0x1.a2e6971fb630bp-1;0.818166
54112;896149511180;0x1.a14d58b8187ebp-1;0.815043
54043;894924193215;0x1.a0bb46fb7f932p-1;0.813929
53987;894017738470;0x1.a04f382dcda4bp-1;0.813104
53982;894099921153;0x1.a0590432020a4p-1;0.813179
53979;893908695455;0x1.a04238733e5f5p-1;0.813005
53968;893794657475;0x1.a034a04986098p-1;0.812902
53960;893559017187;0x1.a018891dc7b8ep-1;0.812687
53939;893409915657;0x1.a006c2e612ad5p-1;0.812552
53932;893223092346;0x1.9ff07d80f4bb6p-1;0.812382
53920;892885997119;0x1.9fc84e2c7f9fcp-1;0.812075
53891;892511413881;0x1.9f9ba6ccf3992p-1;0.811734
53884;892283820318;0x1.9f8085323c044p-1;0.811527
53720;889659187415;0x1.9e47a3c1af5a8p-1;0.80914
53565;886850647557;0x1.9cf8d5ec0b9ecp-1;0.806586
53526;886396210147;0x1.9cc2a997c7116p-1;0.806173
53518;886304895484;0x1.9cb7c6e3f8ecep-1;0.80609
53510;886153750858;0x1.9ca5c25294ed3p-1;0.805952
53472;885444565473;0x1.9c5137b3c3814p-1;0.805307
53344;883179409211;0x1.9b43309e77c16p-1;0.803247
53336;883179409211;0x1.9b43309e77c16p-1;0.803247
53264;881934677296;0x1.9aaece6a61547p-1;0.802115
53156;880277636190;0x1.99e94588bd42fp-1;0.800608
53108;879627475825;0x1.999bc436e309dp-1;0.800017
53072;878961018923;0x1.994c519056a53p-1;0.79941
53056;878103375623;0x1.98e6145e0ecb6p-1;0.79863
52920;876551353248;0x1.982d1067411b5p-1;0.797219
52888;875972090996;0x1.97e802b8e9026p-1;0.796692
52861;875425220489;0x1.97a6d18f1201bp-1;0.796195
52829;875082775176;0x1.977dfef51078dp-1;0.795883
52826;874963894124;0x1.976fd2fed9125p-1;0.795775
52704;872677260113;0x1.965f3c76a3bd5p-1;0.793695
52675;872210907204;0x1.9627a480880c3p-1;0.793271
52632;871552258312;0x1.95d9202210fbbp-1;0.792672
52624;871532543752;0x1.95d6c67e100d1p-1;0.792654
52440;868576262562;0x1.94765bf345086p-1;0.789966
52284;865727892973;0x1.9322ce9bdb8f9p-1;0.787375
52172;864001969957;0x1.92550f9e4a1b8p-1;0.785805
52118;863235138902;0x1.91f9a5caac5d7p-1;0.785108
52056;862252454532;0x1.918480a509d7cp-1;0.784214
51881;859102644384;0x1.900d041141e7ap-1;0.781349
51791;857540343676;0x1.8f52c66ef8e3fp-1;0.779928
51769;857487333601;0x1.8f4c74b1c29b5p-1;0.77988
51744;857142899714;0x1.8f236568049ffp-1;0.779567
51664;855699474972;0x1.8e77539438a62p-1;0.778254
51384;850926212055;0x1.8c3e4f27af316p-1;0.773913
51360;850771426075;0x1.8c2bdb7636a3ep-1;0.773772
51312;849790849447;0x1.8bb6f6a34fafap-1;0.77288
51298;849480888079;0x1.8b92035e1f32p-1;0.772598
51052;845495659108;0x1.89b6efd4c97dep-1;0.768974
51036;845078495487;0x1.89853501ffec9p-1;0.768594
50936;843511629636;0x1.88ca6c0e8968ap-1;0.767169
50812;841447041259;0x1.87d44dd1d7b4bp-1;0.765292
50786;841009922087;0x1.87a032004e18cp-1;0.764894
50731;840176302898;0x1.873cd1f664bbfp-1;0.764136
50705;839694676479;0x1.870367e3fee88p-1;0.763698
50548;837225206190;0x1.85dd05a35d752p-1;0.761452
50512;836554855989;0x1.858d1c2c6a68ap-1;0.760842
50336;833380582112;0x1.8412b505c14ffp-1;0.757955
50064;828983861035;0x1.820693be576c7p-1;0.753956
50040;828730855071;0x1.81e86a9d3fa94p-1;0.753726
49784;824320362707;0x1.7fdaa511a6085p-1;0.749715
49778;824436240044;0x1.7fe8755d596e6p-1;0.74982
49592;821324499057;0x1.7e758290e204bp-1;0.74699
49459;819108660791;0x1.7d6d5c8c6ec12p-1;0.744975
49427;818662517488;0x1.7d382d55e03a1p-1;0.744569
49304;816598231795;0x1.7c421855e6caap-1;0.742692
49244;815458611120;0x1.7bba3ddf61ae3p-1;0.741655
49056;812462221831;0x1.7a550b540f7e7p-1;0.73893
49008;811711606990;0x1.79fb90619cb48p-1;0.738247
48972;810941533029;0x1.799fc396cbc72p-1;0.737547
48644;805598712379;0x1.7722d9a47691p-1;0.732688
48608;804928101655;0x1.76d2e83a2f27ep-1;0.732078
48566;804321996698;0x1.768aa75f35cc5p-1;0.731527
48560;804219390136;0x1.767e6c1170e2p-1;0.731433
48520;803652878260;0x1.763ae37f684b8p-1;0.730918
48405;801726301833;0x1.7555390d137a6p-1;0.729166
48160;797382176766;0x1.734f5cdffcf4ap-1;0.725215
47799;791578351714;0x1.709b7e30c56e3p-1;0.719936
47340;783987771474;0x1.6d12a010a4342p-1;0.713033
47144;780719088673;0x1.6b8cf7c843f8p-1;0.71006
47110;780107891742;0x1.6b441b883c62bp-1;0.709504
47080;779764050198;0x1.6b1b1e522c3fp-1;0.709191
46888;776493716142;0x1.699543a55d421p-1;0.706217
46768;774609082072;0x1.68b4992db072ap-1;0.704503
46764;774642048276;0x1.68b8873a28a2cp-1;0.704533
46760;774467644496;0x1.68a3bcd8a1aefp-1;0.704374
46696;773268748363;0x1.6814d170964c3p-1;0.703284
46640;772485448589;0x1.67b771071a747p-1;0.702571
46576;771338868226;0x1.672ec22c05a08p-1;0.701529
46432;768952127543;0x1.66123ca06f23ep-1;0.699358
46312;766729699620;0x1.65094d8248c34p-1;0.697337
46287;766660744384;0x1.65011529816e3p-1;0.697274
46227;765674013807;0x1.648b7488df4c8p-1;0.696376
46139;764019941245;0x1.63c6463efa5bbp-1;0.694872
46128;763798319196;0x1.63abdae0b8992p-1;0.694671
46124;763782514748;0x1.63a9f89078cbp-1;0.694656
45987;761285780616;0x1.6280564910c37p-1;0.692385
45792;758155264485;0x1.610b2683ca2e2p-1;0.689538
45699;756884472364;0x1.6073a90459dbfp-1;0.688382
45536;753896722365;0x1.5f0f7e1f7b3d6p-1;0.685665
45366;751109484665;0x1.5dc33a60f3975p-1;0.68313
45318;750590531073;0x1.5d855d2c03377p-1;0.682658
44896;743398069278;0x1.5a2bf4a83c286p-1;0.676117
44820;742199731722;0x1.599d1a4c1556cp-1;0.675027
44752;740857701180;0x1.58fd1ec6780c5p-1;0.673806
44704;740297592318;0x1.58ba599bfc8d5p-1;0.673297
44488;736670943505;0x1.570a05122269p-1;0.669998
44448;736176480135;0x1.56cf133f0e08dp-1;0.669549
44424;735569789554;0x1.5686c084e587p-1;0.668997
44413;735656579782;0x1.569119258d678p-1;0.669076
44304;733734903068;0x1.55ac043a38adbp-1;0.667328
44125;730521227339;0x1.542ceaa0970dfp-1;0.664405
44040;729204470025;0x1.538ff26212293p-1;0.663208
43796;725292201975;0x1.51bd916fee2d4p-1;0.659649
43616;722562322246;0x1.5078241e8df5bp-1;0.657167
42858;709734999407;0x1.4a7f014ade9f2p-1;0.6455
42564;704950237797;0x1.48449df4ca9a7p-1;0.641149
42346;701286806523;0x1.468fe6e7f7e35p-1;0.637817
42183;698445227481;0x1.453d28cbb35c4p-1;0.635232
42143;697994412128;0x1.45076b00c1323p-1;0.634822
42002;695288358641;0x1.43c4d4cde26a4p-1;0.632361
41768;691795331271;0x1.42246e118e3eap-1;0.629184
41730;691198964779;0x1.41dd566856cd2p-1;0.628642
41704;690708544433;0x1.41a2dff76281p-1;0.628196
41680;690223200650;0x1.41690473157cap-1;0.627754
41616;689153927444;0x1.40e98cd228622p-1;0.626782
41426;685841271533;0x1.3f5ea695da387p-1;0.623769
41397;685656251404;0x1.3f48983819cd4p-1;0.623601
41320;684337482164;0x1.3eab62936807cp-1;0.622401
41168;681833096235;0x1.3d80d6c8574fdp-1;0.620124
41120;680925553848;0x1.3d14a6c9702d9p-1;0.619298
41092;680581674485;0x1.3ceba86beb133p-1;0.618985
41058;679896121079;0x1.3c99eefdef6eap-1;0.618362
40905;677392339739;0x1.3b6f75a637cb8p-1;0.616085
40825;675743575044;0x1.3aaae958089f6p-1;0.614585
40618;672449700935;0x1.392240488f6e7p-1;0.611589
40480;670213819912;0x1.3817b69c112cfp-1;0.609556
40090;663821629498;0x1.351db47074076p-1;0.603742
39458;653613610143;0x1.305cd0693eb08p-1;0.594458
39324;651336614688;0x1.2f4d6006408e8p-1;0.592387
38698;640833553876;0x1.2a69500ba8897p-1;0.582835
38560;638283651669;0x1.29395734abfc1p-1;0.580516
38504;637563552682;0x1.28e37f875479fp-1;0.579861
38440;636570226129;0x1.286d159ba3a06p-1;0.578957
38056;630252175950;0x1.257bea049c9f8p-1;0.573211
37904;627646792246;0x1.244554046c4fdp-1;0.570841
37794;625825251365;0x1.236c2f004a172p-1;0.569185
37786;625640097212;0x1.23561c8b78956p-1;0.569016
37778;625450569973;0x1.233f84a1eb302p-1;0.568844
37776;625567755355;0x1.234d7cd8b6a54p-1;0.568951
37730;624940239555;0x1.2302ae9586c9fp-1;0.56838
37712;624715385643;0x1.22e7e096579ecp-1;0.568175
37573;622088010937;0x1.21aeab7973b54p-1;0.565786
37493;620786968651;0x1.211392d0966b4p-1;0.564602
37452;619783473663;0x1.209bf293ff309p-1;0.56369
37440;619830660866;0x1.20a1929e041cdp-1;0.563733
37416;619506719158;0x1.207af4b36c722p-1;0.563438
37264;616634554316;0x1.1f24912f98a37p-1;0.560826
37204;616053931175;0x1.1edf59f94fa13p-1;0.560298
37195;615972610359;0x1.1ed5a8426e378p-1;0.560224
37088;614021655323;0x1.1ded15d6374dap-1;0.558449
37032;612960772680;0x1.1d6e9e4490586p-1;0.557485
34464;570713248772;0x1.09c2522809cd5p-1;0.519061
33573;555885573936;0x1.02dab96e60da6p-1;0.505575
33352;552172530773;0x1.01201858aa191p-1;0.502198
33288;551149359989;0x1.00a61fa6eab63p-1;0.501267
33268;550876060792;0x1.00858b38f1cdap-1;0.501019
33264;550507122200;0x1.0059901c30ec2p-1;0.500683
33256;550749190994;0x1.00766b76a4c0ep-1;0.500903
33252;550540035253;0x1.005d7c896beebp-1;0.500713
33248;550621468738;0x1.006731b084be7p-1;0.500787
33242;550399771648;0x1.004cc40801107p-1;0.500586
33236;550400475355;0x1.004cd981b7efap-1;0.500586
33234;550245286974;0x1.003a59887c1cbp-1;0.500445
33232;550284864770;0x1.003f115a056dbp-1;0.500481
33226;550221958611;0x1.0037919ba6f28p-1;0.500424
33224;550299611844;0x1.0040d3658922ep-1;0.500495
33221;550128614894;0x1.002c70fbdd86p-1;0.500339
33220;549999966207;0x1.001d1aeffea6fp-1;0.500222
33218;549886075795;0x1.000f874726fdep-1;0.500118
33217;550120678153;0x1.002b7ec613979p-1;0.500332
32832;543626053839;0x1.fa4a8d233e4b4p-2;0.494425
31303;517977713971;0x1.e26782b4cdffcp-2;0.471098
29120;482061509011;0x1.c0f46b864e0dep-2;0.438432
29096;481673148811;0x1.c097d3e62e036p-2;0.438079
28680;474796242132;0x1.ba303ed350c28p-2;0.431825
28352;469259451825;0x1.b5082bf6c6c11p-2;0.426789
27788;460059506829;0x1.ac76bbe237482p-2;0.418422
27696;458513444718;0x1.ab061fbdbbf02p-2;0.417016
27684;458324447786;0x1.aad91048aa3cfp-2;0.416844
27682;458179874962;0x1.aab6984248974p-2;0.416712
27681;458294469081;0x1.aad1ea8765a79p-2;0.416816
27680;458136863217;0x1.aaac5707c5f69p-2;0.416673
27676;458377208168;0x1.aae5a485a29edp-2;0.416892
27674;458239671064;0x1.aac4d9ec63944p-2;0.416767
27668;458149204828;0x1.aaaf484d710cdp-2;0.416684
27666;457894976398;0x1.aa72ab6e3b09bp-2;0.416453
27664;458029512665;0x1.aa92bedf663f3p-2;0.416575
27662;457780069520;0x1.aa57461243c41p-2;0.416349
27652;457558372431;0x1.aa226ac13c682p-2;0.416147
27624;457355973152;0x1.a9f22948829a7p-2;0.415963
27576;456341510392;0x1.a9004b63e34bbp-2;0.41504
27383;453293052335;0x1.a6297c46bd0c6p-2;0.412268
26656;441270108014;0x1.9af6fdfdb940ep-2;0.401333
26552;439623081336;0x1.996e4f75e1e04p-2;0.399835
25770;426618221522;0x1.8d51b5cf48d5ap-2;0.388007
25544;422821982416;0x1.89c89dc341ce9p-2;0.384554
24746;409288427125;0x1.7d2df719d506cp-2;0.372246
24640;407778079800;0x1.7bc5ded0e0143p-2;0.370872
24480;405166118822;0x1.7957215e9ae77p-2;0.368496
24365;403266560611;0x1.77923d898d782p-2;0.366769
24364;403244585756;0x1.778d004c71859p-2;0.366749
24336;402760665845;0x1.7719a02bd5b5fp-2;0.366309
24117;399221674168;0x1.73cddd42e36c5p-2;0.36309
24051;398124578081;0x1.72c84bd485fc2p-2;0.362092
24031;397742648532;0x1.726d3cb350aaap-2;0.361745
23952;396261080170;0x1.710c00f1aa79p-2;0.360397
23922;396170311702;0x1.70f65ce05a82ep-2;0.360315
23888;395361334910;0x1.70357cd9fb7f3p-2;0.359579
23874;395310719930;0x1.70296b8eeb7ep-2;0.359533
23792;393615241800;0x1.6e952fc920864p-2;0.357991
23656;391482998052;0x1.6c98d1f490586p-2;0.356052
23336;386056864132;0x1.678b210611ff4p-2;0.351117
23297;385606364285;0x1.671fb8b1f770bp-2;0.350707
23288;385641680097;0x1.67282433844cep-2;0.350739
23264;385077943425;0x1.66a1bc720581ep-2;0.350226
23114;382451935929;0x1.642fa5aae6718p-2;0.347838
22596;374219425800;0x1.5c84dd2023a57p-2;0.340351
22482;372030466751;0x1.5a7af9aaff46ap-2;0.33836
21970;363704450206;0x1.52b9e5f27b6b5p-2;0.330787
21954;363303842216;0x1.525a62c6a333ap-2;0.330423
21664;358653926595;0x1.4e05c2730fe76p-2;0.326194
21514;356113558497;0x1.4ba816af87af4p-2;0.323883
21152;350132838038;0x1.46162c7a5b733p-2;0.318444
21146;349719560509;0x1.45b3a404f78bp-2;0.318068
21124;349785543976;0x1.45c35f54a32b7p-2;0.318128
21072;348786556901;0x1.44d531ff96444p-2;0.31722
20936;346516818569;0x1.42b80c2a26393p-2;0.315155
20863;344980345713;0x1.4149b94dc64dap-2;0.313758
20842;344774446553;0x1.4118a2376465ep-2;0.313571
20831;344909894636;0x1.4138ed4fb0802p-2;0.313694
20688;342126610285;0x1.3ea1571db5df6p-2;0.311162
20656;341876231410;0x1.3e65a533c98dp-2;0.310935
20616;341289637243;0x1.3dd9ca55edba5p-2;0.310401
20586;340267516969;0x1.3ce61910a6253p-2;0.309472
20568;340532764542;0x1.3d25567df9a35p-2;0.309713
20390;337354027961;0x1.3a2f77cee68b8p-2;0.306822
20209;334466574857;0x1.377f0ba824e96p-2;0.304196
20074;332049546056;0x1.353ec7ed21facp-2;0.301997
19892;329103996220;0x1.328081d4f3ff6p-2;0.299318
19646;325232311822;0x1.2ee56cf838692p-2;0.295797
19177;317231190827;0x1.2771cf4cafdf5p-2;0.28852
19040;315126087975;0x1.257bea049c9f8p-2;0.286606
19032;315004066852;0x1.255ed270922c4p-2;0.286495
18868;312096934508;0x1.22a9b529b2e4fp-2;0.283851
18832;311701347349;0x1.224b647055d43p-2;0.283491
18664;308819125667;0x1.1f9c37968c544p-2;0.280869
18351;303694008348;0x1.1ad64b40710bcp-2;0.276208
18344;303417208587;0x1.1a944cbc2fa2cp-2;0.275956
18336;303327289953;0x1.1a7edc898477p-2;0.275875
18296;302943763459;0x1.1a236bf00f661p-2;0.275526
18144;300074755462;0x1.177765961805p-2;0.272916
18096;299314555159;0x1.16c226a45f83bp-2;0.272225
18012;297785325942;0x1.15558de5d90b3p-2;0.270834
17952;297127914285;0x1.14b8d0acb47dcp-2;0.270236
17558;290700050940;0x1.0ebc4b07f15aap-2;0.26439
17440;288570094746;0x1.0cc078d26871cp-2;0.262453
17279;285679873605;0x1.0a0f63b917957p-2;0.259824
17248;285394593623;0x1.09cb5f9d5d88ap-2;0.259565
17077;282737852173;0x1.0751f4fc354a6p-2;0.257149
17039;281787168252;0x1.066f4bd7f0691p-2;0.256284
16944;280450811943;0x1.0530af209ece2p-2;0.255069
16924;280021357583;0x1.04ca4b503d468p-2;0.254678
16911;279556486795;0x1.045b75da2f959p-2;0.254255
16839;278187128718;0x1.0314fade3bf6ap-2;0.25301
16816;278223742108;0x1.031db59271eebp-2;0.253043
16776;277627556816;0x1.028f914f41b4ap-2;0.252501
16672;275873492791;0x1.00ed5dbcdf2d6p-2;0.250905
16496;272700240501;0x1.fbf19b93aeef7p-3;0.248019
16456;272318998115;0x1.fb3bd1331cf4cp-3;0.247673
16400;271120057162;0x1.f9001e1a57194p-3;0.246582
16396;271401809872;0x1.f98677be802bp-3;0.246839
16296;269655529135;0x1.f645c6b57c49cp-3;0.24525
16148;267322843696;0x1.f1ed77118715ap-3;0.243129
16136;266887699807;0x1.f11df8eaf978ap-3;0.242733
16102;266628957326;0x1.f0a2982475c3fp-3;0.242498
16088;266131045663;0x1.efb52be8fac04p-3;0.242045
15529;256739749688;0x1.de370d79c147cp-3;0.233503
15491;255999998139;0x1.dcd64fc5da5d8p-3;0.232831
15400;254941318924;0x1.dadd7e7864213p-3;0.231868
15264;252502240353;0x1.d65273630c5c8p-3;0.229649
15032;248455778946;0x1.cec8f29417034p-3;0.225969
14936;246944194487;0x1.cbf82afdbe8cp-3;0.224594
14896;246396077699;0x1.caf2ce341cd12p-3;0.224096
14890;246275184731;0x1.cab928c2dca96p-3;0.223986
14880;246060526829;0x1.ca52cd676e36p-3;0.223791
14828;245277584173;0x1.c8dd77596e2dcp-3;0.223079
14556;240751671578;0x1.c06f57c8d6067p-3;0.218962
14544;240367905112;0x1.bfb8594ac57bp-3;0.218613
14496;239732473203;0x1.be8959eb9edcdp-3;0.218035
14324;236971936210;0x1.b965064e92b58p-3;0.215525
14171;234054546226;0x1.b3f5e79996f88p-3;0.212871
14145;233783734802;0x1.b374c59091c1cp-3;0.212625
14040;232049157531;0x1.b039a92cda687p-3;0.211047
13882;229711764002;0x1.abdf1ad1159d4p-3;0.208922
13740;227300720571;0x1.a7616dfddfcf4p-3;0.206729
13672;226282390351;0x1.a57bda1a7a547p-3;0.205803
13648;225598636827;0x1.a435d018deb31p-3;0.205181
13472;222942095272;0x1.9f43133d40378p-3;0.202765
13370;221408252152;0x1.9c67ae87c4d28p-3;0.20137
13363;220976902755;0x1.9b99ff931d5dp-3;0.200977
13296;219884151950;0x1.9990ef2473d8dp-3;0.199983
13244;218963493106;0x1.97d9ee0797d78p-3;0.199146
13107;216867712091;0x1.93f29562dc638p-3;0.19724
13085;216332218564;0x1.92f33d8620fa6p-3;0.196753
13020;215486220915;0x1.915fd6539af84p-3;0.195984
12920;213468834061;0x1.8d9ddf486db82p-3;0.194149
12820;212004257125;0x1.8ae381eb28c5bp-3;0.192817
12672;209577595390;0x1.865e628ff71e4p-3;0.19061
12624;208763410669;0x1.84da26c768239p-3;0.189869
12614;208642542431;0x1.84a0845afd384p-3;0.189759
12576;208066513969;0x1.838dd8618d688p-3;0.189235
12552;207606947031;0x1.82b2b4e6b89c3p-3;0.188817
