w;p;fpph;fppd
57142;945792129113;0x1.b86b3530b25e6p-1;0.860193
57059;944430098468;0x1.b7c8d75048c7cp-1;0.858954
56992;943302428859;0x1.b74269917678p-1;0.857929
56980;943110472010;0x1.b72b8782946fep-1;0.857754
56968;942908159811;0x1.b713696e86e42p-1;0.85757
56948;942574348074;0x1.b6eb9e4e54cdp-1;0.857266
56928;942254362318;0x1.b6c5791d9c498p-1;0.856975
56919;942106890039;0x1.b6b3e49e6efbap-1;0.856841
56915;942049859613;0x1.b6ad18303a229p-1;0.856789
56911;941966265180;0x1.b6a32116b98dbp-1;0.856713
56880;941454112991;0x1.b6661371bee68p-1;0.856248
56792;939989424986;0x1.b5b778b6b56d8p-1;0.854915
56778;939775059185;0x1.b59deac9e23eap-1;0.85472
56771;939653448856;0x1.b58f6b89310a8p-1;0.85461
56763;939522881459;0x1.b57fdaef66b9ap-1;0.854491
56752;939331230078;0x1.b5690232fc0ecp-1;0.854317
56739;939133776572;0x1.b5517865794bbp-1;0.854137
56715;938719477232;0x1.b52014fbe000fp-1;0.85376
56700;938471578754;0x1.b50287b90520cp-1;0.853535
56674;938054257125;0x1.b4d0c813cb8ccp-1;0.853155
56652;937673854805;0x1.b4a36f1eaa6dap-1;0.852809
56645;937567242807;0x1.b496b9946e9cfp-1;0.852712
56611;937009931348;0x1.b45449c8a88fdp-1;0.852206
56584;936565036099;0x1.b41f40a887e46p-1;0.851801
56560;936156606327;0x1.b3ee905eef2a4p-1;0.851429
56520;935490198583;0x1.b39f1f386f9e3p-1;0.850823
56456;934428553727;0x1.b3209063ff63cp-1;0.849858
56428;933966269217;0x1.b2e97496425fbp-1;0.849437
56308;931980460150;0x1.b1fcba80ecb7p-1;0.847631
56291;931714468277;0x1.b1dd05136bcdap-1;0.847389
56288;931652429568;0x1.b1d59fce00dbap-1;0.847333
56211;930396927115;0x1.b13ff4e916a0ep-1;0.846191
56200;930196637420;0x1.b128148dd9114p-1;0.846009
56150;929377084717;0x1.b0c661ca5b083p-1;0.845264
56112;928737041300;0x1.b07a15372963p-1;0.844681
56072;928077554857;0x1.b02b77495289fp-1;0.844082
56035;927472953214;0x1.afe3644efccc2p-1;0.843532
55979;926551483664;0x1.af758b4a20a5cp-1;0.842694
55956;926158754648;0x1.af46ba26b1038p-1;0.842336
55952;926087328054;0x1.af3e36626dbcfp-1;0.842272
55878;924876243455;0x1.aeadd703ff004p-1;0.84117
55864;924630166057;0x1.ae90815452061p-1;0.840946
55824;923974777977;0x1.ae426078f22a9p-1;0.84035
55736;922511193234;0x1.ad93e76924ca9p-1;0.839019
55716;922186535524;0x1.ad6d33a4c8b82p-1;0.838724
55700;921918677150;0x1.ad4d45413c0f6p-1;0.83848
55648;921053575342;0x1.ace624715cad9p-1;0.837693
55638;920902761786;0x1.acd429fa74a81p-1;0.837556
55588;920059972961;0x1.ac6fb21ac2112p-1;0.83679
55509;918767474093;0x1.abd59e2b5bfd1p-1;0.835614
55456;917881460713;0x1.ab6bff2fd369ap-1;0.834808
55432;917478153868;0x1.ab3beb3d18191p-1;0.834442
55350;916129330161;0x1.aa9b2067e21f3p-1;0.833215
55216;913903901739;0x1.a991d5b8576c3p-1;0.831191
55193;913537275169;0x1.a966212a4269p-1;0.830857
55156;912923366828;0x1.a91cf22b59244p-1;0.830299
55153;912851717766;0x1.a914679d0d79dp-1;0.830234
55108;912125143465;0x1.a8bdca53520e2p-1;0.829573
55068;911462073430;0x1.a86ebf08ad74ep-1;0.82897
55065;911421704893;0x1.a869ef157b76ap-1;0.828933
55062;911365292395;0x1.a8633582d667bp-1;0.828882
55057;911279836002;0x1.a8590596c490ap-1;0.828804
55008;910467739086;0x1.a7f8365b9ce35p-1;0.828066
54865;908111286625;0x1.a6df4d22c2b0bp-1;0.825922
54824;907414942181;0x1.a68c4a63cab4p-1;0.825289
54792;906891331745;0x1.a64ddf1143376p-1;0.824813
54768;906489056845;0x1.a61dea9c9adbep-1;0.824447
54728;905831312975;0x1.a5cf81dc9fd15p-1;0.823849
54714;905599067035;0x1.a5b3d247376bcp-1;0.823638
54704;905433025502;0x1.a5a00717bc37ap-1;0.823487
54600;903711898694;0x1.a4d2da788cf2ep-1;0.821921
54580;903382871307;0x1.a4aba15a174b3p-1;0.821622
54576;903315137710;0x1.a4a38e495c5acp-1;0.82156
54560;903056024301;0x1.a484aac5da865p-1;0.821325
54551;902916610523;0x1.a4740c33b68d6p-1;0.821198
54532;902594929169;0x1.a44db3442251ep-1;0.820905
54320;899077292026;0x1.a2aa5d7ff42afp-1;0.817706
54112;895634228990;0x1.a10feb8dfd18ep-1;0.814575
54043;894508731032;0x1.a089c01531bc4p-1;0.813551
53987;893581545739;0x1.a01b38a21675p-1;0.812708
53982;893489124473;0x1.a0103428f25a3p-1;0.812624
53979;893446123391;0x1.a00b13deffbdbp-1;0.812585
53968;893254213075;0x1.9ff4333ba6a85p-1;0.81241
53960;893118913832;0x1.9fe4123a51469p-1;0.812287
53939;892781921010;0x1.9fbbe605e5cadp-1;0.81198
53932;892660696187;0x1.9fad7288f77cdp-1;0.81187
53920;892456489125;0x1.9f951aa14bf53p-1;0.811684
53891;891991233803;0x1.9f5da42a17aa5p-1;0.811261
53884;891866081779;0x1.9f4eb8d3e78ap-1;0.811147
53720;889137820239;0x1.9e097ce49ea1ep-1;0.808666
53565;886575444950;0x1.9cd80767aca6fp-1;0.806336
53526;885940939374;0x1.9c8c63d4dde44p-1;0.805759
53518;885811571193;0x1.9c7cf7d3f2e6ep-1;0.805641
53510;885683672800;0x1.9c6db8adc11ep-1;0.805525
53472;885041862072;0x1.9c21362b701dfp-1;0.804941
53344;882919712934;0x1.9b243b514d5efp-1;0.803011
53336;882788033075;0x1.9b1488c467c29p-1;0.802891
53264;881595449524;0x1.9a865e0168989p-1;0.801806
53156;879814879929;0x1.99b21b5572f2dp-1;0.800187
53108;879028355961;0x1.99545886f3518p-1;0.799472
53072;878419847454;0x1.990bce523c416p-1;0.798918
53056;878154415422;0x1.98ec29fa7c472p-1;0.798677
52920;875906097883;0x1.97e024c5b6f2bp-1;0.796632
52888;875371354568;0x1.97a065b3915c3p-1;0.796146
52861;874936164564;0x1.976c84c1a9a5ep-1;0.79575
52829;874395958310;0x1.972c1ef84d487p-1;0.795258
52826;874354440278;0x1.97272bf0ac602p-1;0.795221
52704;872334046908;0x1.9636526d79257p-1;0.793383
52675;871860469110;0x1.95fdddfaed21p-1;0.792952
52632;871134411437;0x1.95a750755ae4bp-1;0.792292
52624;871008119336;0x1.959842545077fp-1;0.792177
52440;867961533746;0x1.942d13ea64fdp-1;0.789406
52284;865381877384;0x1.92f98f0d1171ep-1;0.78706
52172;863532029910;0x1.921d0a2fad26dp-1;0.785378
52118;862636058574;0x1.91b23b4f9c418p-1;0.784563
52056;861605333182;0x1.91375c117d352p-1;0.783625
51881;858716404017;0x1.8fdef8f2627dfp-1;0.780998
51791;857216979789;0x1.8f2c3a269b42bp-1;0.779634
51769;856863371216;0x1.8f0212dfa196cp-1;0.779313
51744;856452300321;0x1.8ed111fc42b4ap-1;0.778939
51664;855115601398;0x1.8e31b92bede63p-1;0.777723
51384;850482213772;0x1.8c096167199bep-1;0.773509
51360;850089429669;0x1.8bda8e954ab84p-1;0.773152
51312;849287259263;0x1.8b7aee48ff56dp-1;0.772422
51298;849064316406;0x1.8b605a9beddedp-1;0.772219
51052;844988090789;0x1.897a6e134b65cp-1;0.768512
51036;844728133851;0x1.895b70d1b78a1p-1;0.768276
50936;843069637003;0x1.8895bb8317f16p-1;0.766767
50812;841019133656;0x1.87a14b1db020dp-1;0.764902
50786;840593836715;0x1.876e98155799bp-1;0.764516
50731;839678894349;0x1.870186421a1f4p-1;0.763684
50705;839249542712;0x1.86ce577c704aep-1;0.763293
50548;836643464268;0x1.8597ac48992bep-1;0.760923
50512;836043728328;0x1.85502dcb91b0fp-1;0.760377
50336;833135430113;0x1.83f57b93c3caep-1;0.757732
50064;828633200305;0x1.81dcc66d635a7p-1;0.753638
50040;828240286331;0x1.81adefa4f7e2ap-1;0.75328
49784;823994881190;0x1.7fb3d8294cf17p-1;0.749419
49778;823906047474;0x1.7fa9412be477dp-1;0.749338
49592;820824129637;0x1.7e39dc80cbb95p-1;0.746535
49459;818625535023;0x1.7d33c4b85e19cp-1;0.744536
49427;818105746243;0x1.7cf5ce0687914p-1;0.744063
49304;816045678308;0x1.7c0039bdc9a57p-1;0.742189
49244;815065249140;0x1.7b8b596ae97c7p-1;0.741298
49056;811946398808;0x1.7a178da8b1beep-1;0.738461
49008;811154705840;0x1.79b92d1b60726p-1;0.737741
48972;810566042153;0x1.7973008453f3cp-1;0.737206
48644;805130333134;0x1.76eb03d79d528p-1;0.732262
48608;804527344936;0x1.76a3221a510f7p-1;0.731713
48566;803840389010;0x1.76513ddf2542bp-1;0.731089
48560;803735599250;0x1.7644bff124fe1p-1;0.730993
48520;803070748878;0x1.75f57e519cf27p-1;0.730389
48405;801174514035;0x1.751371d2e6169p-1;0.728664
48160;797126968894;0x1.7330f08c7d6cp-1;0.724983
47799;791154524270;0x1.7068f800dc2aep-1;0.719551
47340;783548751784;0x1.6cde4a3f510d8p-1;0.712633
47144;780311662784;0x1.6b5c662181f83p-1;0.709689
47110;779744539560;0x1.6b18cae750391p-1;0.709174
47080;779249702498;0x1.6addcdacc4f3bp-1;0.708723
46888;776063259741;0x1.6961f328bb7d5p-1;0.705825
46768;774073456342;0x1.6874bf2dad3ep-1;0.704016
46764;774005316542;0x1.686c9fb77d3a6p-1;0.703954
46760;773940066783;0x1.6864d873be24ep-1;0.703894
46696;772890430199;0x1.67e7b815ef4b4p-1;0.70294
46640;771955184613;0x1.67783aa7ca01fp-1;0.702089
46576;770900821414;0x1.66fa8a0b4d881p-1;0.70113
46432;768515288768;0x1.65de295d81339p-1;0.698961
46312;766521496849;0x1.64f07baa231ddp-1;0.697147
46287;766127624519;0x1.64c187a28f8b7p-1;0.696789
46227;765133083528;0x1.644af8a7108d5p-1;0.695884
46139;763678646565;0x1.639d96c24a662p-1;0.694562
46128;763486694799;0x1.6386b4db1eb13p-1;0.694387
46124;763419564686;0x1.637eb4351c449p-1;0.694326
45987;761165911419;0x1.62720c2af6044p-1;0.692276
45792;757923620597;0x1.60ef894dea7c6p-1;0.689328
45699;756392900702;0x1.60390f70bce8ap-1;0.687935
45536;753681501560;0x1.5ef5d61af17fep-1;0.685469
45366;750892116998;0x1.5da950d80cdb2p-1;0.682932
45318;750086612763;0x1.5d494ace36316p-1;0.6822
44896;743098288385;0x1.5a08381203737p-1;0.675844
44820;741829687109;0x1.5970fd6e8a342p-1;0.67469
44752;740706181903;0x1.58eb0ec61ef4bp-1;0.673668
44704;739925410694;0x1.588dfb870d8b5p-1;0.672958
44488;736335821342;0x1.56e211f43c8d9p-1;0.669694
44448;735676617684;0x1.56937ca7a8b3ap-1;0.669094
44424;735281213102;0x1.566459dd5c4b6p-1;0.668734
44413;735111061428;0x1.5650113f68eap-1;0.66858
44304;733295810468;0x1.5577ac2f49c3dp-1;0.666929
44125;730334147212;0x1.54169d65180b4p-1;0.664235
44040;728919312816;0x1.536df4136179fp-1;0.662948
43796;724892814868;0x1.518df51c29f9dp-1;0.659286
43616;721905405870;0x1.5029d49f5dfccp-1;0.656569
42858;709362999530;0x1.4a52a8c1d40ep-1;0.645162
42564;704484667740;0x1.480d1de2b8996p-1;0.640725
42346;700891766723;0x1.4660cf3f87daap-1;0.637457
42183;698196743305;0x1.451f89a913407p-1;0.635006
42143;697534263689;0x1.44d090631323ap-1;0.634404
42002;695194098223;0x1.43b998345f4c2p-1;0.632275
41768;691313450819;0x1.41eafc3e86833p-1;0.628746
41730;690698732663;0x1.41a1b488ef942p-1;0.628187
41704;690261216875;0x1.416d8c9cd7cd6p-1;0.627789
41680;689858332316;0x1.413d858d39f26p-1;0.627422
41616;688803287297;0x1.40bfc022036fdp-1;0.626463
41426;685660646804;0x1.3f491e5b295eap-1;0.623605
41397;685180480877;0x1.3f0fe0dadaa94p-1;0.623168
41320;683912006868;0x1.3e78aa19a9e38p-1;0.622014
41168;681387699548;0x1.3d4bbe5ab8483p-1;0.619719
41120;680598579780;0x1.3cedac54890f6p-1;0.619001
41092;680131244251;0x1.3cb5f661b73a3p-1;0.618576
41058;679566239335;0x1.3c729bccce3b7p-1;0.618062
40905;677047533737;0x1.3b465b0153b63p-1;0.615771
40825;675701941490;0x1.3aa5f2c9e57a9p-1;0.614547
40618;672286706757;0x1.390ed2188a6c7p-1;0.611441
40480;669996632332;0x1.37fdd292194f6p-1;0.609358
40090;663546115816;0x1.34fcdc6dd0c09p-1;0.603492
39458;653099606506;0x1.301f8a43d47aep-1;0.593991
39324;650865538872;0x1.2f1537ee715e3p-1;0.591959
38698;640515079590;0x1.2a4358fb4d38fp-1;0.582545
38560;638220023446;0x1.2931c16d2ceap-1;0.580458
38504;637295369735;0x1.28c3873c0e868p-1;0.579617
38440;636242709285;0x1.28460a964b876p-1;0.578659
38056;629872630381;0x1.254eab34da122p-1;0.572866
37904;627367570176;0x1.24240ad60190dp-1;0.570587
37794;625538215102;0x1.2349f7597dc3ep-1;0.568924
37786;625419073040;0x1.233bc36c21d96p-1;0.568815
37778;625291279209;0x1.232c8776d3eabp-1;0.568699
37776;625238333093;0x1.232637ad4a974p-1;0.568651
37730;624491537208;0x1.22cd3146709aap-1;0.567972
37712;624190246671;0x1.22a9469e1e63ap-1;0.567698
37573;621892389299;0x1.21975993664f5p-1;0.565608
37493;620566233412;0x1.20f9428288715p-1;0.564402
37452;619877308948;0x1.20a7223429398p-1;0.563775
37440;619677114314;0x1.208f44bf95dp-1;0.563593
37416;619288640239;0x1.2060f575de0dcp-1;0.56324
37264;616770507530;0x1.1f34c626148d5p-1;0.56095
37204;615771641657;0x1.1ebdb32e730e4p-1;0.560041
37195;615637585601;0x1.1eadb81d83e69p-1;0.559919
37088;613847265877;0x1.1dd84be4ab9e6p-1;0.558291
37032;612929251704;0x1.1d6adc52f15ffp-1;0.557456
34464;570429274386;0x1.09a077f2252ap-1;0.518802
33573;555674578887;0x1.02c1925f8f802p-1;0.505383
33352;552021908660;0x1.010e23b969028p-1;0.502061
33288;550965300456;0x1.00902e99d0f5ep-1;0.5011
33268;550642046879;0x1.0069a5af3e8e9p-1;0.500806
33264;550573501919;0x1.006179dbbf1ap-1;0.500744
33256;550426710269;0x1.004ffa21fa4d6p-1;0.50061
33252;550358804375;0x1.0047e1cf2e3ecp-1;0.500548
33248;550298057304;0x1.0040a3f4b038dp-1;0.500493
33242;550203049926;0x1.0035508f8d487p-1;0.500407
33236;550101327698;0x1.0029303ea5b37p-1;0.500314
33234;550072212030;0x1.0025b7b47d767p-1;0.500288
33232;550032809885;0x1.0021053f3a6f2p-1;0.500252
33226;549942313456;0x1.00163b83e1981p-1;0.50017
33224;549903765565;0x1.0011a3207aea8p-1;0.500135
33221;549861122392;0x1.000c8dc2b022ep-1;0.500096
33220;549834620192;0x1.000964fa41554p-1;0.500072
33218;549812414882;0x1.0006bf5345b9cp-1;0.500051
33217;549791846797;0x1.00044ba31bbep-1;0.500033
32832;543405713891;0x1.fa1604a78e885p-2;0.494225
31303;518100151836;0x1.e284b3b873238p-2;0.471209
29120;481972500229;0x1.c0df32dc17c03p-2;0.438351
29096;481578599846;0x1.c08149169803dp-2;0.437993
28680;474690824028;0x1.ba171c9d71023p-2;0.431729
28352;469253821051;0x1.b506d449ee919p-2;0.426784
27788;459916068430;0x1.ac5489193a6afp-2;0.418291
27696;458398962741;0x1.aaead450d799cp-2;0.416911
27684;458205881591;0x1.aabccb93dc31ap-2;0.416736
27682;458169068413;0x1.aab404adf5823p-2;0.416702
27681;458160423341;0x1.aab1f506b5937p-2;0.416694
27680;458139855256;0x1.aaad0da6619bfp-2;0.416676
27676;458072968251;0x1.aa9d1b30effa9p-2;0.416615
27674;458030524767;0x1.aa92fca57dd6bp-2;0.416576
27668;457939174084;0x1.aa7d350b13754p-2;0.416493
27666;457900626193;0x1.aa740444461a1p-2;0.416458
27664;457858270707;0x1.aa69eb17ce44p-2;0.41642
27662;457837451857;0x1.aa64f469444b3p-2;0.416401
27652;457674935024;0x1.aa3e352bc3a26p-2;0.416253
27624;457208995494;0x1.a9cf1e7a99759p-2;0.415829
27576;456409863966;0x1.a910975c7a73p-2;0.415102
27383;453229895653;0x1.a61a6d7f9660dp-2;0.41221
26656;441179493422;0x1.9ae16350b884fp-2;0.40125
26552;439466485290;0x1.9948f998a90eap-2;0.399692
25770;426526655765;0x1.8d3be11455f3dp-2;0.387924
25544;422776482346;0x1.89bdc4a8aaad2p-2;0.384513
24746;409562290534;0x1.7d6f42659b6cp-2;0.372495
24640;407824082063;0x1.7bd0d6923dc13p-2;0.370914
24480;405176025642;0x1.79597e08a8472p-2;0.368505
24365;403270288561;0x1.77932112c7744p-2;0.366772
24364;403251649862;0x1.778eaf7519676p-2;0.366755
24336;402788212750;0x1.772031803ba04p-2;0.366334
24117;399170537263;0x1.73c1ac1cbe4a2p-2;0.363043
24051;398063655728;0x1.72b9c56cc24e4p-2;0.362037
24031;397725269696;0x1.726917fb038fp-2;0.361729
23952;396422561996;0x1.7132810333b6cp-2;0.360544
23922;395934460251;0x1.70be21a56e245p-2;0.3601
23888;395368936430;0x1.70374ccfb8ce7p-2;0.359586
23874;395134718249;0x1.6fff7544a7844p-2;0.359373
23792;393784958426;0x1.6ebda6776a557p-2;0.358145
23656;391521281289;0x1.6ca1f29424688p-2;0.356087
23336;386231207560;0x1.67b4b21a2380fp-2;0.351275
23297;385594150804;0x1.671ccf3e51e82p-2;0.350696
23288;385441166448;0x1.66f855d1c12a1p-2;0.350557
23264;385036378046;0x1.6697d37efaf9ap-2;0.350189
23114;382560520204;0x1.64498920303fcp-2;0.347937
22596;373988110332;0x1.5c4db6bff2e8ep-2;0.34014
22482;372080342841;0x1.5a86dddce4e11p-2;0.338405
21970;363619877564;0x1.52a5bc0af2bdep-2;0.33071
21954;363361885270;0x1.5268397158067p-2;0.330476
21664;358548676297;0x1.4decaa7b264cep-2;0.326098
21514;356076746505;0x1.4b9f4fdc261f5p-2;0.32385
21152;350089939959;0x1.460bf22fdc067p-2;0.318405
21146;349995787787;0x1.45f57f982eda3p-2;0.318319
21124;349623361546;0x1.459cb4802845ap-2;0.317981
21072;348755782862;0x1.44cddbb339112p-2;0.317192
20936;346513975341;0x1.42b75ea0b53a6p-2;0.315153
20863;345305365466;0x1.419736ef69362p-2;0.314053
20842;344958573234;0x1.4144886ac9cbbp-2;0.313738
20831;344764033733;0x1.411626ab15c94p-2;0.313561
20688;342406572855;0x1.3ee416acdd3d6p-2;0.311417
20656;341872197429;0x1.3e64aefcd7431p-2;0.310931
20616;341216422631;0x1.3dc855ab9cfa4p-2;0.310335
20586;340706824238;0x1.3d4ed640bacd4p-2;0.309871
20568;340419802854;0x1.3d0a67db9a3f1p-2;0.30961
20390;337460952642;0x1.3a48f5f90b5d2p-2;0.306919
20209;334471046425;0x1.37801c9466574p-2;0.3042
20074;332232513519;0x1.356a675fbdd66p-2;0.302164
19892;329240340471;0x1.32a1039fde30ap-2;0.299442
19646;325163767397;0x1.2ed5155996db4p-2;0.295735
19177;317397724625;0x1.279983b744771p-2;0.288672
19040;315128952955;0x1.257c98e1eca56p-2;0.286608
19032;314990868583;0x1.255bace19de7cp-2;0.286483
18868;312282818638;0x1.22d606a1383bbp-2;0.28402
18832;311678165143;0x1.2245dd825dff2p-2;0.28347
18664;308905597414;0x1.1fb0d5679999ep-2;0.280948
18351;303721618464;0x1.1adce07081c89p-2;0.276233
18344;303607205533;0x1.1ac1993a76fa8p-2;0.276129
18336;303470638393;0x1.1aa109d4e7047p-2;0.276005
18296;302817618821;0x1.1a0558ae16f75p-2;0.275411
18144;300295218533;0x1.17abf59596d74p-2;0.273117
18096;299499314283;0x1.16ee3371ad336p-2;0.272393
18012;298114544527;0x1.15a40bce3c129p-2;0.271134
17952;297118548266;0x1.14b69504a9ee1p-2;0.270228
17558;290586573882;0x1.0ea13cf0ebbb3p-2;0.264287
17440;288645306182;0x1.0cd2675d18f27p-2;0.262521
17279;285984910693;0x1.0a581db59412p-2;0.260102
17248;285471026158;0x1.09dd98afb8962p-2;0.259634
17077;282625996592;0x1.073749dcc2316p-2;0.257047
17039;282002700149;0x1.06a2aeddd4d25p-2;0.25648
16944;280434778456;0x1.052cdc8560e4dp-2;0.255054
16924;280108335228;0x1.04df0801f193cp-2;0.254757
16911;279887382367;0x1.04aa5a1d7e2ccp-2;0.254556
16839;278687498138;0x1.038c46fe688d6p-2;0.253465
16816;278312290648;0x1.0332d22563ae5p-2;0.253124
16776;277650912448;0x1.029522d300ad1p-2;0.252522
16672;275925604657;0x1.00f9ca64c6c62p-2;0.250953
16496;273018790999;0x1.fc898122bb056p-3;0.248309
16456;272353940627;0x1.fb4c7aa49ad35p-3;0.247704
16400;271434005058;0x1.f995d1d215708p-3;0.246868
16396;271364716934;0x1.f974c7cc334e7p-3;0.246805
16296;269714096205;0x1.f661b40268b43p-3;0.245304
16148;267266656320;0x1.f1d2ac42063afp-3;0.243078
16136;267054940659;0x1.f16db80f9a2c6p-3;0.242885
16102;266489935742;0x1.f0604dbbf631ap-3;0.242371
16088;266256825878;0x1.eff125f0b3aa9p-3;0.242159
15529;257019987839;0x1.debcae3bfc584p-3;0.233758
15491;256383546105;0x1.dd8d3397cdcacp-3;0.233179
15400;254881840703;0x1.dac121f1ff29ap-3;0.231814
15264;252625936772;0x1.d68d6f0c23ce3p-3;0.229762
15032;248780855445;0x1.cf63f4c4ac207p-3;0.226265
14936;247201158758;0x1.cc72b2b33008fp-3;0.224828
14896;246539457669;0x1.cb372ca428621p-3;0.224226
14890;246429430866;0x1.cb02b5a2931cp-3;0.224126
14880;246264086754;0x1.cab3de0715866p-3;0.223976
14828;245411009513;0x1.c91d169f493cep-3;0.2232
14556;240908779704;0x1.c0ba4205c77b3p-3;0.219105
14544;240708229544;0x1.c05aa0cd44674p-3;0.218923
14496;239916483858;0x1.bee118289421cp-3;0.218203
14324;237064056883;0x1.b990f3819cc6p-3;0.215609
14171;234531220016;0x1.b4d93351827fcp-3;0.213305
14145;234110675808;0x1.b410ab5b02b7ep-3;0.212922
14040;232360117988;0x1.b0cdf03722564p-3;0.21133
13882;229757495273;0x1.abf4e93f4f8b7p-3;0.208963
13740;227400782133;0x1.a7912489a933fp-3;0.20682
13672;226274938686;0x1.a5784c79f460ep-3;0.205796
13648;225878332218;0x1.a4bb2e99d4274p-3;0.205435
13472;222963143883;0x1.9f4d1ca6585b3p-3;0.202784
13370;221278457075;0x1.9c29ca679cbeap-3;0.201252
13363;221153792988;0x1.9bee589ee1c68p-3;0.201138
13296;220058911306;0x1.99e444125241ap-3;0.200142
13244;219193034476;0x1.98476237604fep-3;0.199355
13107;216922052257;0x1.940c7eb50ff19p-3;0.197289
13085;216556418003;0x1.935e259e9c4f9p-3;0.196957
13020;215474463924;0x1.915a3b25a78fdp-3;0.195973
12920;213827954975;0x1.8e491d48fb882p-3;0.194475
12820;212165872679;0x1.8b3092613ca86p-3;0.192964
12672;209726610981;0x1.86a570f12c48bp-3;0.190745
12624;208925911615;0x1.8527a351f9e06p-3;0.190017
12614;208769310297;0x1.84dcf6f2c83ddp-3;0.189875
12576;208120035259;0x1.83a75dbddff6ep-3;0.189284
12552;207730412823;0x1.82ed9468ba23ap-3;0.18893
12336;204163536779;0x1.7c48c2bc5b759p-3;0.185686
