w;p;fpph;fppd
54768;909367147396;0x1.a77502f709104p-1;0.827065
54728;908103426854;0x1.a6de5d464c36dp-1;0.825915
54714;907702987919;0x1.a6aea0d91e919p-1;0.825551
54704;906400990820;0x1.a6136b0cc9f1ap-1;0.824367
54600;904667021993;0x1.a544b6855288dp-1;0.82279
54580;906015491310;0x1.a5e57689dc5a4p-1;0.824016
54576;906013498376;0x1.a5e539b810ffbp-1;0.824014
54560;904772073073;0x1.a5513c6ce2d7fp-1;0.822885
54551;903792146756;0x1.a4dc6b7289cfcp-1;0.821994
54532;905873511183;0x1.a5d489a61ef75p-1;0.823887
54320;900842670097;0x1.a37cd090232a2p-1;0.819312
54112;898996484457;0x1.a2a0bb72d376cp-1;0.817633
54043;897498045434;0x1.a1ee1ab7f4ae3p-1;0.81627
53987;895717262473;0x1.a119d18912b44p-1;0.81465
53982;896252379778;0x1.a1599c0505f35p-1;0.815137
53979;896100974185;0x1.a1478f7cd318p-1;0.814999
53968;896100974185;0x1.a1478f7cd318p-1;0.814999
53960;896100974185;0x1.a1478f7cd317fp-1;0.814999
53939;894764961205;0x1.a0a84b9b6aa05p-1;0.813784
53932;895535702636;0x1.a1042cc4d82c4p-1;0.814485
53920;895107316837;0x1.a0d11b78cb85ep-1;0.814095
53891;894853462818;0x1.a0b2d8764489cp-1;0.813864
53884;894182621440;0x1.a062e00201a54p-1;0.813254
53720;891819646885;0x1.9f492fbf4bdcep-1;0.811105
53565;888709052271;0x1.9dd65feedebefp-1;0.808276
53526;888373633055;0x1.9dae63c03fd37p-1;0.807971
53518;888520716749;0x1.9dbfec639a0bep-1;0.808105
53510;887914899852;0x1.9d77b453184bbp-1;0.807554
53472;887353655852;0x1.9d34cc8458bfbp-1;0.807043
53344;886260241296;0x1.9cb2742720fcp-1;0.806049
53336;884587867592;0x1.9beb175b9024p-1;0.804528
53264;884587867592;0x1.9beb175b9024p-1;0.804528
53156;883247904120;0x1.9b4b5aeaf19d8p-1;0.803309
53108;881343218278;0x1.9a684c84cda3ap-1;0.801577
53072;880936636206;0x1.9a37d49e5d0eap-1;0.801207
53056;879196847787;0x1.99686e7d5607cp-1;0.799625
52920;878637170883;0x1.9925b68186c25p-1;0.799116
52888;878681918912;0x1.992b0c1b81479p-1;0.799157
52861;877854480531;0x1.98c868b126a84p-1;0.798404
52829;877895910794;0x1.98cd590b14665p-1;0.798442
52826;877209573749;0x1.987b87b2eb6eep-1;0.797817
52704;873949602707;0x1.96f6e947274acp-1;0.794853
52675;875928444020;0x1.97e2ceb8e828dp-1;0.796652
52632;874397532478;0x1.972c4f027c6f4p-1;0.79526
52624;874691229354;0x1.974f51ed545e2p-1;0.795527
52440;868341503011;0x1.945a5fa84791cp-1;0.789752
52284;868492991988;0x1.946c6ebbe8d9cp-1;0.78989
52172;865139237306;0x1.92dca24374adp-1;0.78684
52118;865007775210;0x1.92ccf65bd53ebp-1;0.78672
52056;863171421760;0x1.91f20d4c81acbp-1;0.78505
51881;862138516572;0x1.9176eb88b9de1p-1;0.78411
51791;860354834369;0x1.90a249df82bcdp-1;0.782488
51769;860646561788;0x1.90c510aff96c8p-1;0.782753
51744;859175263028;0x1.9015ac3668d6fp-1;0.781415
51664;857909687991;0x1.8f7ecded6f898p-1;0.780264
51384;852960594011;0x1.8d30d390b7a16p-1;0.775763
51360;851861594110;0x1.8cadd0bffc3bdp-1;0.774764
51312;852411672737;0x1.8cef63d142fdep-1;0.775264
51298;852051907093;0x1.8cc480a42a6bp-1;0.774937
51052;847906020985;0x1.8ad6463cf3603p-1;0.771166
51036;847772240449;0x1.8ac6539482abp-1;0.771044
50936;846300170524;0x1.8a16d79239fbdp-1;0.769706
50812;843407814895;0x1.88be0be1de33fp-1;0.767075
50786;844280773549;0x1.89261c775b467p-1;0.767869
50731;842562459904;0x1.885945b200d06p-1;0.766306
50705;842691462245;0x1.8868a688caddcp-1;0.766423
50548;839788090201;0x1.870e8aa6b25a6p-1;0.763783
50512;838110979683;0x1.86469d4cc6ddcp-1;0.762257
50336;834375725148;0x1.84895660b8bbep-1;0.75886
50064;829396789910;0x1.8237cd552cf44p-1;0.754332
50040;831401783847;0x1.8326d0e44f18fp-1;0.756156
49784;826497785183;0x1.80de36babe479p-1;0.751695
49778;827184934121;0x1.813020d9d352fp-1;0.75232
49592;822930633390;0x1.7f34f9e55c6a8p-1;0.748451
49459;821789051928;0x1.7eace39831d1dp-1;0.747413
49427;820575860076;0x1.7e1c43ead921p-1;0.746309
49304;817737386999;0x1.7cc9e497ef4d7p-1;0.743728
49244;817157159189;0x1.7c84b9722bed1p-1;0.7432
49056;814899287313;0x1.7b7790aa22f55p-1;0.741147
49008;814043737792;0x1.7b11935d8170ep-1;0.740368
48972;812776254128;0x1.7a7a7ad56156ap-1;0.739216
48644;808024912633;0x1.78441365f348cp-1;0.734894
48608;808311593056;0x1.78664030c16c3p-1;0.735155
48566;806380054501;0x1.777ffe4fcae84p-1;0.733398
48560;807548886627;0x1.780b543cc7397p-1;0.734461
48520;804226631968;0x1.767f491241db7p-1;0.73144
48405;804296445811;0x1.76879b9ee6c65p-1;0.731503
48160;797785315869;0x1.737f6bb43a1edp-1;0.725582
47799;791665450905;0x1.70a5e03f33c49p-1;0.720016
47340;785947912091;0x1.6dfc4acf36177p-1;0.714815
47144;783675661320;0x1.6ced6b3810525p-1;0.712749
47110;782670488274;0x1.6c7597c5a444ep-1;0.711835
47080;780021011519;0x1.6b39c0287e146p-1;0.709425
46888;778102996166;0x1.6a551af98d0fcp-1;0.707681
46768;777409925174;0x1.6a027c206cea2p-1;0.70705
46764;776358733970;0x1.69852c51251a2p-1;0.706094
46760;776283848220;0x1.697c3efc380c6p-1;0.706026
46696;775903724406;0x1.694eee86ec394p-1;0.70568
46640;774290998493;0x1.688eae09bb54ep-1;0.704214
46576;774647647622;0x1.68b9321b0dfa2p-1;0.704538
46432;771499785500;0x1.6741f0fa3884cp-1;0.701675
46312;769370764919;0x1.6644246cef115p-1;0.699739
46287;767156153474;0x1.653c23d905aeap-1;0.697724
46227;766339388366;0x1.64dac6279deacp-1;0.696982
46139;764121186179;0x1.63d257ff062b8p-1;0.694964
46128;766382727306;0x1.64dff0c11530ep-1;0.697021
46124;764536014903;0x1.6403cb906ebf6p-1;0.695341
45987;763368339269;0x1.637898ee8a8c4p-1;0.694279
45792;759543294815;0x1.61b09dd6be55ap-1;0.690801
45699;759553935781;0x1.61b1e2934b875p-1;0.69081
45536;755590521184;0x1.5fd968c2c11bep-1;0.687206
45366;752573883621;0x1.5e71cc49cbb13p-1;0.684462
45318;750236341460;0x1.5d5b2429a9a8cp-1;0.682336
44896;744150571904;0x1.5a85a93700eaap-1;0.676801
44820;743681015099;0x1.5a4daf7a76358p-1;0.676374
44752;742381959976;0x1.59b2d37651a12p-1;0.675192
44704;742862437736;0x1.59ec1a7ad0addp-1;0.675629
44488;738522166385;0x1.57e6b3e8e2ce5p-1;0.671682
44448;736807064797;0x1.571a3f29bb256p-1;0.670122
44424;737822920197;0x1.5793589c0b756p-1;0.671046
44413;737669492907;0x1.57810e6156ffp-1;0.670906
44304;735426712025;0x1.5675b223b3217p-1;0.668867
44125;731205307045;0x1.547e77154b8adp-1;0.665027
44040;732045654818;0x1.54e2a47644c21p-1;0.665792
43796;726742467798;0x1.526a7409ac59cp-1;0.660968
43616;721894015682;0x1.50287905843dep-1;0.656559
42858;709946979186;0x1.4a984666e56f6p-1;0.645693
42564;706769976129;0x1.491d8bf6821c9p-1;0.642804
42346;701442534103;0x1.46a27755afc4ap-1;0.637958
42183;700302963657;0x1.461a9e6792747p-1;0.636922
42143;699291577633;0x1.45a20d5a42897p-1;0.636002
42002;695533013533;0x1.43e1ff143a04cp-1;0.632584
41768;692875129052;0x1.42a526e1b8349p-1;0.630166
41730;691854080514;0x1.422b6ef40591p-1;0.629238
41704;693162760482;0x1.42c770b2452a3p-1;0.630428
41680;690808930910;0x1.41aed784bdab8p-1;0.628287
41616;690514889495;0x1.418bca162f478p-1;0.62802
41426;686275191441;0x1.3f9260c523659p-1;0.624164
41397;686070374756;0x1.3f79f642c9b02p-1;0.623977
41320;685694918912;0x1.3f4d3442015bfp-1;0.623636
41168;683604679832;0x1.3e54073931434p-1;0.621735
41120;681962840635;0x1.3d904e44769c6p-1;0.620242
41092;681928400551;0x1.3d8c333d4edfap-1;0.62021
41058;680850424012;0x1.3d0bb201981bp-1;0.61923
40905;678321470261;0x1.3bde38766bd1cp-1;0.61693
40825;676627450862;0x1.3b144717dd738p-1;0.615389
40618;674765883713;0x1.3a365c9282d8ap-1;0.613696
40480;670707343627;0x1.38528bc217632p-1;0.610005
40090;664948320714;0x1.35a4045394d73p-1;0.604767
39458;654850753573;0x1.30f04b084a846p-1;0.595583
39324;652582860005;0x1.2fe1f069cbd87p-1;0.593521
38698;641540343879;0x1.2abd91908e11fp-1;0.583478
38560;639542371798;0x1.29cf644bad14p-1;0.58166
38504;637195633547;0x1.28b7a387167fep-1;0.579526
38440;638005524362;0x1.29182f6f14e7dp-1;0.580263
38056;632521688686;0x1.268a760cdce32p-1;0.575275
37904;628038554009;0x1.247407a332f04p-1;0.571198
37794;627661432339;0x1.244712cc26946p-1;0.570855
37786;626391197330;0x1.23afa64d2498fp-1;0.569699
37778;627250273435;0x1.24160f39369cap-1;0.570481
37776;624979488290;0x1.23075c5c44468p-1;0.568416
37730;627059483318;0x1.23ff50c56cbc2p-1;0.570307
37712;625328406931;0x1.2330f4832789ap-1;0.568733
37573;624804486800;0x1.22f27fbd215cfp-1;0.568256
37493;623036128932;0x1.221fb1bd499cfp-1;0.566648
37452;621760526493;0x1.2187a1713bda8p-1;0.565488
37440;621920395809;0x1.219ab044427cbp-1;0.565633
37416;620924811588;0x1.2124017289999p-1;0.564728
37264;618021640247;0x1.1fc9ebb06edep-1;0.562087
37204;617464489347;0x1.1f8780cb06bf5p-1;0.561581
37195;617266404005;0x1.1f6fe3b54acbep-1;0.561401
37088;615981925964;0x1.1ed6c48c98338p-1;0.560232
37032;614010858762;0x1.1debcc5a159e5p-1;0.55844
34464;571467674009;0x1.0a1c416332e94p-1;0.519747
33573;555834601712;0x1.02d4a5e1e096p-1;0.505529
33352;554952178563;0x1.026b747706d98p-1;0.504726
33288;552069935668;0x1.0113dd64695c5p-1;0.502105
33268;552338969305;0x1.0133efa5b2f2ap-1;0.502349
33264;551830831033;0x1.00f75c7f73c7fp-1;0.501887
33256;550581496035;0x1.00626dd1c660fp-1;0.500751
33252;551969694969;0x1.0107ea49f3aafp-1;0.502014
33248;552390246763;0x1.013a0c82d747bp-1;0.502396
33242;551237838874;0x1.00b0abd035c1ep-1;0.501348
33236;552123724677;0x1.011a46e70a8afp-1;0.502154
33234;551571999777;0x1.00d8819843088p-1;0.501652
33232;550990829255;0x1.009339ad8ed46p-1;0.501123
33226;551389033481;0x1.00c2b1e8123bap-1;0.501485
33224;551498047014;0x1.00cfb0bc4cd74p-1;0.501585
33221;551836210491;0x1.00f800aa76aafp-1;0.501892
33220;551552722541;0x1.00d6354cdb5a9p-1;0.501634
33218;551824060584;0x1.00f68de1502b4p-1;0.501881
33217;551183642312;0x1.00aa35dd90455p-1;0.501299
32832;543677026063;0x1.fa56b43c3ed3fp-2;0.494471
31303;518123035177;0x1.e28a2868a6505p-2;0.47123
29120;481646269936;0x1.c0916b57c3b73p-2;0.438055
29096;482900385003;0x1.c1bc6c73ade9ap-2;0.439195
28680;474183220844;0x1.b99e16f9b0ecbp-2;0.431267
28352;469356619780;0x1.b51f56a0119bp-2;0.426877
27788;459969255977;0x1.ac613768a5d8p-2;0.41834
27696;459731131490;0x1.ac2871718a705p-2;0.418123
27684;458781195666;0x1.ab45f5f649025p-2;0.417259
27682;457284370262;0x1.a9e116fd58857p-2;0.415898
27681;457971283896;0x1.aa84dcdee3dc2p-2;0.416522
27680;457923551828;0x1.aa797b8950bf4p-2;0.416479
27676;458025959424;0x1.aa91e60000dep-2;0.416572
27674;458676050046;0x1.ab2ce461fa69dp-2;0.417163
27668;457735915505;0x1.aa4cbf1fc5496p-2;0.416308
27666;458025959424;0x1.aa91e60000da7p-2;0.416572
27664;458025959424;0x1.aa91e60000de1p-2;0.416572
27662;457971283896;0x1.aa84dcdee3dc2p-2;0.416522
27652;459005678839;0x1.ab7b7b53de1ccp-2;0.417463
27624;457229166737;0x1.a9d3eda2475aap-2;0.415848
27576;455618172625;0x1.a853d65b44f22p-2;0.414382
27383;453760812768;0x1.a699021b81f88p-2;0.412693
26656;441352042491;0x1.9b0a86dfec3c4p-2;0.401407
26552;440397214611;0x1.9a26e0ce4cbcbp-2;0.400539
25770;427081367097;0x1.8dc021f8e4307p-2;0.388428
25544;422766831640;0x1.89bb77a062c7ep-2;0.384504
24746;408702696865;0x1.7ca250f684a8fp-2;0.371713
24640;407657547261;0x1.7ba92217f4dep-2;0.370762
24480;405762824559;0x1.79e56565bccfcp-2;0.369039
24365;403978614242;0x1.783c01d78bf69p-2;0.367416
24364;403004385650;0x1.7753bba5c9f28p-2;0.36653
24336;403318992128;0x1.779ebdb4034bep-2;0.366816
24117;399271377896;0x1.73d9b6efa219p-2;0.363135
24051;398708621590;0x1.73538b0459fcep-2;0.362623
24031;398069093672;0x1.72bb1154a076cp-2;0.362042
23952;396455211109;0x1.713a49c19789cp-2;0.360574
23922;394540793776;0x1.6f71dafec129bp-2;0.358833
23888;394619788148;0x1.6f84b06dd07dp-2;0.358905
23874;394829875726;0x1.6fb6c7283b3dap-2;0.359096
23792;394581614694;0x1.6f7b96819b6a2p-2;0.35887
23656;392722783721;0x1.6dc06877a7f48p-2;0.357179
23336;386569039034;0x1.68053db2e9878p-2;0.351582
23297;384666665845;0x1.663fae0dd5369p-2;0.349852
23288;385683145479;0x1.6732070c1c3edp-2;0.350777
23264;385568724256;0x1.6716bf5482cabp-2;0.350673
23114;382254890715;0x1.6400aafb6e07dp-2;0.347659
22596;372769159977;0x1.5b2b17eca74c9p-2;0.339032
22482;372769159977;0x1.5b2b17eca74c9p-2;0.339032
21970;363860306037;0x1.52df0ea1d460cp-2;0.330929
21954;362704562978;0x1.51cb81ac89b54p-2;0.329878
21664;357129667799;0x1.4c9a59135cbdbp-2;0.324808
21514;355361055871;0x1.4af4ad91fe2acp-2;0.323199
21152;350283723639;0x1.463a25cddd3f4p-2;0.318581
21146;350670875738;0x1.469673b169e4p-2;0.318933
21124;350042657801;0x1.4600ac5026015p-2;0.318362
21072;349275286315;0x1.4549b7acacae9p-2;0.317664
20936;346937744154;0x1.431c676c689dap-2;0.315538
20863;345814599109;0x1.4210a01716012p-2;0.314517
20842;345814599109;0x1.4210a01716012p-2;0.314517
20831;343921106591;0x1.404d2e7a7dc84p-2;0.312794
20688;342767083633;0x1.3f3a0a81c420cp-2;0.311745
20656;342793198229;0x1.3f40446a5588p-2;0.311769
20616;341469271243;0x1.3e049e532f287p-2;0.310564
20586;340077052136;0x1.3cb8b003a2f28p-2;0.309298
20568;339908532096;0x1.3c90825e024eap-2;0.309145
20390;336384382851;0x1.3948495e0c9c6p-2;0.30594
20209;335390441596;0x1.385b5001f3a9p-2;0.305036
20074;330140862856;0x1.3377b72621dd6p-2;0.300261
19892;328011842275;0x1.317c1e0b8ef67p-2;0.298325
19646;324863980153;0x1.2e8d9bc9e40bbp-2;0.295462
19177;317728440659;0x1.27e85d054c24cp-2;0.288972
19040;313563715684;0x1.24076a6193d12p-2;0.285185
19032;314729237768;0x1.251d4c3423dbfp-2;0.286245
18868;313410495528;0x1.23e2e290a22fbp-2;0.285045
18832;312380241344;0x1.22ed40d702f3ep-2;0.284108
18664;306563297766;0x1.1d8262c79bd2ap-2;0.278818
18351;303640547510;0x1.1ac98c42da421p-2;0.276159
18344;303485347494;0x1.1aa48b9a986cep-2;0.276018
18336;302898049835;0x1.1a1885ccae3cep-2;0.275484
18296;301957054916;0x1.19382c0710604p-2;0.274628
18144;300842121931;0x1.182e59eb2f263p-2;0.273614
18096;298831584849;0x1.164f0079474e9p-2;0.271786
18012;298759069187;0x1.163db6780f813p-2;0.27172
17952;297647145171;0x1.15349c034c909p-2;0.270709
17558;290628112445;0x1.0eab2440f680fp-2;0.264325
17440;286735373647;0x1.0b0b0a553d52cp-2;0.260784
17279;285362962053;0x1.09c3d4fa168c3p-2;0.259536
17248;284612340462;0x1.0910deabba156p-2;0.258853
17077;283579607252;0x1.081aa5a353752p-2;0.257914
17039;280920502893;0x1.05a0aac9b4d82p-2;0.255496
16944;280415597350;0x1.052849cc9a0fbp-2;0.255037
16924;280158660344;0x1.04eb079be308p-2;0.254803
16911;279541301823;0x1.0457d708fc3ep-2;0.254241
16839;276964639802;0x1.01f18410eb3fp-2;0.251898
16816;278116315495;0x1.030418c59ecaap-2;0.252945
16776;277308458964;0x1.02437d1f513efp-2;0.252211
16672;275623285274;0x1.00b1b64869d4p-2;0.250678
16496;273257384922;0x1.fcfb465ed46ccp-3;0.248526
16456;272863571280;0x1.fc3f7d6a8297p-3;0.248168
16400;271639498392;0x1.f9f7ce74c26acp-3;0.247055
16396;269571251696;0x1.f61d96ef81bdcp-3;0.245174
16296;270114837865;0x1.f720caab4c2fp-3;0.245668
16148;267481902681;0x1.f2394f72cf188p-3;0.243273
16136;266659971078;0x1.f0b162003646cp-3;0.242526
16102;267187651374;0x1.f1ad001975cp-3;0.243006
16088;265135902627;0x1.eddaa67d1d108p-3;0.24114
15529;255230854226;0x1.db678e2292e64p-3;0.232131
15491;253211457251;0x1.d7a4a1b71810cp-3;0.230294
15400;253211457251;0x1.d7a4a1b71810cp-3;0.230294
15264;251593446308;0x1.d4a11a9d274bcp-3;0.228823
15032;247650033665;0x1.cd48bd000f10dp-3;0.225236
14936;246551033764;0x1.cb3cb1bd217a8p-3;0.224237
14896;246235419880;0x1.caa632a745e25p-3;0.22395
14890;245886160788;0x1.c9ffa87ca2cc8p-3;0.223632
14880;244464346513;0x1.c759af2c8d70cp-3;0.222339
14828;244544915608;0x1.c7801a44c3c9cp-3;0.222412
14556;239807308530;0x1.bead0917959dcp-3;0.218103
14544;239926934503;0x1.bee613df3d02ap-3;0.218212
14496;239620472610;0x1.be53f1f916fbcp-3;0.217934
14324;237266069742;0x1.b9f147477773p-3;0.215792
14171;234257366061;0x1.b4569de16972bp-3;0.213056
14145;232877542483;0x1.b1c4aa6298548p-3;0.211801
14040;232495492840;0x1.b10e7d7742f8fp-3;0.211453
13882;228974133209;0x1.aa7f5ffec867p-3;0.208251
13740;227812838751;0x1.a855a06afef48p-3;0.207195
13672;225562025068;0x1.a4245ae362d4ep-3;0.205147
13648;225764234755;0x1.a484c6b01a55cp-3;0.205331
13472;222302054026;0x1.9e11e13452448p-3;0.202183
13370;220314779988;0x1.9a5e460aa7e1p-3;0.200375
13363;220874456892;0x1.9b6925f9e4f6cp-3;0.200884
13296;218168409497;0x1.965ecdecc9718p-3;0.198423
13244;217902591825;0x1.95e00d7a8caaap-3;0.198181
13107;217282460297;0x1.94b859d44bf7cp-3;0.197617
13085;214923760183;0x1.9053a291bf7p-3;0.195472
13020;213251386479;0x1.8d362f637c0fep-3;0.193951
12920;213330005762;0x1.8d5bac7817e31p-3;0.194023
12820;210802575504;0x1.88a6804485044p-3;0.191724
12672;208008435535;0x1.837226ba7b3eap-3;0.189183
12624;207988019644;0x1.83686a8de2591p-3;0.189164
12614;207691980890;0x1.82db4102d08cap-3;0.188895
12576;207029042976;0x1.819f23f9033aap-3;0.188292
12552;205395131002;0x1.7e9407d3d3e0ep-3;0.186806
